ANNO;PROV;COMUNE;TOT_INC;TOT_INC_MORTALI;TOT_FERITI;TOT_MORTI;TOT_VEIC_COINVOLTI;TOT_VEIC_CONDUC_IGNOTO;TOT_CONDUC;CONDUC_FEMMINE;CONDUC_FERITI;CONDUC_MORTI_ENTRO24h;CONDUC_IGNOTI;CONDUC_ETA_0-14_INC;CONDUC_ETA_15-19_INC;CONDUC_ETA_20-64_INC;CONDUC_ETA_65+_INC;CONDUC_ETA_0-14_FERITI;CONDUC_ETA_15-19_FERITI;CONDUC_ETÀ_20-64_FERITI;CONDUC_ETA_65+_FERITI;CONDUC_ETA_0-14_MORTI;CONDUC_ETA_15-19_MORTI;CONDUC_ETA_20-64_MORTI;CONDUC_ETA_65+_MORTI;PASSEGGERI_FERITI;PASSEGGERI_MORTI;PEDONI_FERITI;PEDONI_MORTI;STRADE_URBANE_INC;STRADE_URBANE_FERITI;STRADE_URBANE_MORTI;STRADE_EXTRAURB_INC;STRADE_EXTRAURB_FERITI;STRADE_EXTRAURB_MORTI;AUTOSTR_INC;AUTOSTR_FERITI;AUTOSTR_MORTI;INC_TRA_VEIC_IN_MARCIA;INC_TRA_VEIC_E_PEDONE;INC_TRA_VEIC_ISOLATI;WEEKEND_INC;FERIALI_INC;NOTTE_INC;GIORNO_INC;ORE_07-09_INC;ORE_17-19_INC;SERENO_INC;NEBBIA_INC;PIOGGIA-NEVE_INC;VEIC_COINVOLTI_AUTOVET_(PRIV_E_PUB);VEIC_COINVOLTI_AUTOCAR_E_SIMILI;VEIC_COINVOLTI_MOTOCICLI;VEIC_COINVOLTI_VELOCIPEDI
2000;MONZA E DELLA BRIANZA;BELLUSCO;22;1;37;1;40;0;40;13;24;15;0;0;8;30;2;0;5;18;1;0;0;1;0;11;0;2;0;16;26;1;6;11;0;0;0;0;13;2;7;4;18;3;19;3;7;16;0;5;27;2;9;2
2000;MONZA E DELLA BRIANZA;BERNAREGGIO;33;1;49;1;67;1;65;19;35;29;1;1;6;51;5;1;5;26;3;0;0;0;1;11;0;3;0;32;48;1;1;1;0;0;0;0;28;2;3;7;26;5;28;3;8;20;0;6;41;7;14;3
2000;MONZA E DELLA BRIANZA;BESANA IN BRIANZA;65;2;95;2;124;2;120;45;68;51;2;0;12;105;2;0;10;56;2;0;0;1;0;21;1;6;0;63;93;1;2;2;1;0;0;0;46;6;13;18;47;9;56;6;12;44;1;12;93;3;18;6
2000;MONZA E DELLA BRIANZA;BIASSONO;48;0;65;0;90;0;90;21;54;36;0;0;9;75;6;0;7;42;5;0;0;0;0;9;0;2;0;48;65;0;0;0;0;0;0;0;40;2;6;11;37;8;40;8;14;41;0;5;56;6;23;5
2000;MONZA E DELLA BRIANZA;BOVISIO-MASCIAGO;46;0;56;0;101;4;96;22;44;52;1;0;6;81;5;0;5;34;2;0;0;0;0;11;0;1;0;34;39;0;12;17;0;0;0;0;44;0;2;5;41;2;44;9;18;30;0;6;74;8;12;2
2000;MONZA E DELLA BRIANZA;BRIOSCO;22;0;28;0;38;0;38;7;19;19;0;0;5;30;3;0;4;12;3;0;0;0;0;9;0;0;0;9;12;0;13;16;0;0;0;0;14;0;8;9;13;4;18;2;7;8;0;11;24;4;10;0
2000;MONZA E DELLA BRIANZA;BRUGHERIO;152;4;232;4;308;6;302;53;159;141;0;1;27;258;12;1;23;128;6;0;0;2;0;68;1;5;1;115;160;1;0;0;0;37;72;3;126;5;21;41;111;25;127;25;30;106;1;30;204;33;54;10
2000;MONZA E DELLA BRIANZA;BURAGO DI MOLGORA;11;0;23;0;24;1;23;4;13;10;0;0;1;18;2;0;1;10;2;0;0;0;0;10;0;0;0;11;23;0;0;0;0;0;0;0;10;0;1;2;9;0;11;2;0;10;0;1;16;3;2;2
2000;MONZA E DELLA BRIANZA;CARATE BRIANZA;92;0;131;0;177;0;177;56;98;79;0;1;17;148;11;1;13;77;7;0;0;0;0;29;0;4;0;71;103;0;21;28;0;0;0;0;75;4;13;17;75;12;80;19;22;57;0;25;123;10;37;5
2000;MONZA E DELLA BRIANZA;CARNATE;15;1;14;1;27;0;27;9;11;15;0;2;3;20;2;2;3;4;2;0;0;1;0;0;0;3;0;11;10;1;4;4;0;0;0;0;10;3;2;4;11;0;15;5;4;14;0;1;18;1;4;4
2000;MONZA E DELLA BRIANZA;CAVENAGO DI BRIANZA;7;0;10;0;14;0;14;4;8;6;0;0;1;10;2;0;1;7;0;0;0;0;0;2;0;0;0;6;9;0;0;0;0;1;1;0;6;0;1;2;5;1;6;2;1;7;0;0;9;2;3;0
2000;MONZA E DELLA BRIANZA;CERIANO LAGHETTO;26;0;40;0;57;1;56;14;29;27;0;0;5;48;3;0;4;24;1;0;0;0;0;10;0;1;0;25;38;0;1;2;0;0;0;0;23;1;2;6;20;0;26;3;6;20;1;4;43;2;8;3
2000;MONZA E DELLA BRIANZA;CESANO MADERNO;193;1;278;1;400;5;395;123;200;194;0;4;27;316;46;4;23;147;25;0;0;1;0;69;0;9;0;184;265;1;9;13;0;0;0;0;166;8;19;35;158;11;182;30;41;135;11;38;282;24;58;24
2000;MONZA E DELLA BRIANZA;COGLIATE;20;0;24;0;40;0;40;11;20;20;0;1;7;30;1;1;7;12;0;0;0;0;0;2;0;2;0;20;24;0;0;0;0;0;0;0;17;2;1;3;17;2;18;1;6;16;1;3;27;1;10;1
2000;MONZA E DELLA BRIANZA;CONCOREZZO;65;2;86;2;133;1;132;33;67;63;0;1;8;109;9;1;7;52;7;0;0;2;0;16;0;3;0;59;79;1;2;2;0;4;5;1;55;3;7;16;49;8;57;12;18;48;1;10;90;12;21;7
2000;MONZA E DELLA BRIANZA;CORREZZANA;1;0;1;0;2;0;2;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0
2000;PAVIA;BOSNASCO;2;0;6;0;4;0;4;2;3;1;0;0;2;2;0;0;2;1;0;0;0;0;0;3;0;0;0;1;1;0;1;5;0;0;0;0;2;0;0;1;1;0;2;0;1;2;0;0;3;0;1;0
2000;MONZA E DELLA BRIANZA;DESIO;204;0;317;0;421;12;408;131;220;188;1;6;30;335;33;4;28;173;14;0;0;0;0;88;0;9;0;179;278;0;25;39;0;0;0;0;175;9;20;37;167;7;197;35;59;161;1;36;278;31;75;23
2000;MONZA E DELLA BRIANZA;GIUSSANO;151;3;211;4;282;7;274;67;150;120;1;3;23;224;21;3;16;118;11;0;0;3;1;58;0;3;0;105;142;3;46;69;1;0;0;0;105;3;43;52;99;27;124;25;25;94;1;43;198;14;44;17
2000;MONZA E DELLA BRIANZA;LAZZATE;6;0;8;0;12;0;12;4;8;4;0;0;1;8;1;0;1;5;0;0;0;0;0;0;0;0;0;6;8;0;0;0;0;0;0;0;5;0;1;3;3;1;5;0;4;5;0;0;9;0;1;2
2000;MONZA E DELLA BRIANZA;LESMO;32;1;50;1;71;6;64;9;31;32;1;0;5;54;2;0;5;25;1;0;0;1;0;16;0;3;0;28;45;0;4;5;1;0;0;0;25;3;4;11;21;3;29;3;10;25;0;5;46;2;14;2
2000;MONZA E DELLA BRIANZA;LIMBIATE;91;4;119;4;180;3;174;41;83;90;3;1;9;145;9;1;8;67;4;0;0;1;0;24;0;12;3;91;119;4;0;0;0;0;0;0;69;14;8;26;65;6;84;19;24;73;0;17;123;12;33;6
2000;MONZA E DELLA BRIANZA;LISSONE;204;2;255;2;387;1;386;106;211;175;0;2;28;324;29;2;25;165;19;0;0;0;0;37;2;7;0;171;201;0;33;54;2;0;0;0;170;7;27;41;163;11;193;34;55;163;0;29;262;18;86;20
2000;MONZA E DELLA BRIANZA;MACHERIO;23;0;31;0;43;0;43;9;24;19;0;0;3;34;1;0;2;20;0;0;0;0;0;5;0;2;0;23;31;0;0;0;0;0;0;0;19;1;3;9;14;4;19;1;7;15;0;5;32;1;8;2
2000;MONZA E DELLA BRIANZA;MEDA;143;0;180;0;279;2;277;85;142;135;0;1;31;217;20;1;23;103;10;0;0;0;0;34;0;4;0;136;170;0;7;10;0;0;0;0;120;4;19;35;108;8;135;24;46;113;0;27;196;23;39;18
2000;MONZA E DELLA BRIANZA;MEZZAGO;2;0;2;0;4;0;4;2;1;3;0;0;0;4;0;0;0;1;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;2;0;0;0;2;0;2;1;0;2;0;0;2;0;0;0
2000;MONZA E DELLA BRIANZA;MISINTO;9;0;14;0;16;0;16;6;10;6;0;1;1;14;0;1;1;8;0;0;0;0;0;3;0;1;0;9;14;0;0;0;0;0;0;0;5;1;3;3;6;2;7;3;1;7;0;1;13;0;3;0
2000;MONZA E DELLA BRIANZA;MONZA;1065;11;1455;11;2072;42;2017;326;990;1019;13;2;77;1686;86;2;59;814;36;0;0;7;1;362;0;103;3;1011;1373;9;18;27;1;31;49;0;775;92;198;267;798;187;878;160;249;249;10;134;1865;18;126;7
2000;MONZA E DELLA BRIANZA;MUGGIO';66;0;78;0;128;0;128;31;59;69;0;1;14;106;3;0;10;47;2;0;0;0;0;13;0;6;0;65;76;0;0;0;0;1;2;0;51;6;9;17;49;0;66;23;17;44;0;12;84;7;32;4
2000;MONZA E DELLA BRIANZA;NOVA MILANESE;83;1;101;1;169;5;164;33;76;87;0;2;17;133;11;1;12;60;3;0;0;0;1;21;0;4;0;82;100;1;1;1;0;0;0;0;70;4;9;18;65;4;79;15;31;66;0;5;105;11;38;7
2000;MONZA E DELLA BRIANZA;ORNAGO;5;0;5;0;10;0;10;1;3;7;0;0;0;10;0;0;0;3;0;0;0;0;0;0;0;2;0;4;4;0;1;1;0;0;0;0;3;2;0;0;5;0;5;1;2;4;0;1;8;1;1;0
2000;MONZA E DELLA BRIANZA;RENATE;9;0;11;0;20;1;19;6;10;9;0;0;1;18;0;0;1;9;0;0;0;0;0;0;0;1;0;8;10;0;1;1;0;0;0;0;8;0;1;0;9;1;8;1;1;7;0;1;17;0;2;0
2000;MONZA E DELLA BRIANZA;SEREGNO;262;1;343;1;500;0;499;161;268;230;1;6;73;375;38;6;57;179;23;0;0;0;1;58;0;17;0;256;337;1;6;6;0;0;0;0;221;16;25;69;193;30;232;23;77;218;0;38;340;18;112;26
2000;MONZA E DELLA BRIANZA;SEVESO;78;0;109;0;149;0;149;42;80;69;0;0;15;113;16;0;14;59;4;0;0;0;0;26;0;3;0;73;103;0;5;6;0;0;0;0;61;2;15;25;53;13;64;10;21;65;0;11;99;12;29;9
2000;MONZA E DELLA BRIANZA;SOVICO;24;1;33;1;45;1;44;11;23;21;0;1;5;35;3;1;5;15;2;0;0;0;0;7;0;3;1;24;33;1;0;0;0;0;0;0;17;4;3;6;18;2;22;4;5;18;0;4;25;4;12;3
2000;MONZA E DELLA BRIANZA;SULBIATE;2;1;1;1;4;0;3;1;1;1;1;0;0;2;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;0;0;2;0;0;1;1;0;2;0;1;2;0;0;1;0;1;1
2000;MONZA E DELLA BRIANZA;TRIUGGIO;14;1;27;1;24;0;24;4;17;7;0;0;1;20;1;0;1;14;1;0;0;0;0;9;1;1;0;14;27;1;0;0;0;0;0;0;10;1;3;5;9;5;8;0;1;13;0;1;17;2;4;1
2000;MONZA E DELLA BRIANZA;USMATE VELATE;33;2;52;2;66;0;66;12;41;24;0;0;1;62;2;0;1;38;2;0;0;1;0;10;1;1;0;17;24;0;12;22;2;4;6;0;28;0;5;3;30;5;28;6;8;24;0;8;53;10;1;2
2000;MONZA E DELLA BRIANZA;VAREDO;91;0;140;0;179;3;176;48;98;78;0;3;10;148;13;3;10;77;7;0;0;0;0;36;0;6;0;55;80;0;35;59;0;0;0;0;66;6;19;27;64;10;81;11;28;61;0;18;133;7;28;7
2000;MONZA E DELLA BRIANZA;VEDANO AL LAMBRO;37;0;50;0;74;1;73;24;38;35;0;1;5;58;7;1;4;27;6;0;0;0;0;11;0;1;0;37;50;0;0;0;0;0;0;0;31;1;5;8;29;3;34;7;9;27;0;7;49;3;18;3
2000;MONZA E DELLA BRIANZA;VEDUGGIO CON COLZANO;14;0;16;0;23;0;23;8;12;11;0;0;4;17;2;0;3;8;1;0;0;0;0;3;0;1;0;10;12;0;4;4;0;0;0;0;9;1;4;6;8;3;11;0;4;6;0;6;16;1;5;1
2000;MONZA E DELLA BRIANZA;VERANO BRIANZA;38;0;48;0;78;3;74;19;32;42;1;3;4;59;8;3;3;21;5;0;0;0;0;15;0;1;0;28;35;0;10;13;0;0;0;0;25;1;12;11;27;4;34;5;9;26;0;7;46;9;15;4
2000;MONZA E DELLA BRIANZA;VILLASANTA;71;1;81;1;144;0;144;33;69;75;0;0;11;119;11;0;10;56;3;0;0;0;0;9;0;3;1;67;75;1;4;6;0;0;0;0;63;4;4;14;57;1;69;15;14;56;0;11;91;6;37;8
2000;MONZA E DELLA BRIANZA;VIMERCATE;129;2;167;2;261;10;251;65;126;123;0;0;19;211;18;0;17;98;11;0;0;2;0;32;0;9;0;77;93;1;28;35;1;23;38;0;99;8;22;15;114;16;113;28;29;101;0;26;172;27;38;14
2000;MONZA E DELLA BRIANZA;BUSNAGO;17;0;24;0;36;0;36;5;19;17;0;0;2;33;1;0;2;16;1;0;0;0;0;5;0;0;0;15;22;0;1;1;0;0;0;0;16;0;1;4;13;0;17;1;4;15;0;2;21;5;9;1
2000;MONZA E DELLA BRIANZA;CAPONAGO;34;0;49;0;72;4;68;11;30;38;0;0;2;61;2;0;2;26;1;0;0;0;0;19;0;0;0;8;10;0;8;16;0;18;23;0;26;0;8;7;27;8;26;9;3;28;0;5;48;12;7;0
2000;PAVIA;TORRE DE' NEGRI;1;0;1;0;1;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;1;0;0;0
2000;MONZA E DELLA BRIANZA;CORNATE D'ADDA;20;0;26;0;41;0;41;16;20;21;0;3;2;28;8;2;2;12;4;0;0;0;0;3;0;3;0;19;25;0;1;1;0;0;0;0;17;3;0;3;17;1;18;2;4;16;0;1;24;4;7;6
2000;MONZA E DELLA BRIANZA;LENTATE SUL SEVESO;96;0;132;0;172;1;171;48;100;71;0;3;16;140;12;2;14;78;6;0;0;0;0;30;0;2;0;60;76;0;36;56;0;0;0;0;59;0;37;24;72;20;76;14;21;61;1;22;113;10;37;9
2000;MONZA E DELLA BRIANZA;RONCELLO;4;1;9;1;10;0;10;5;5;5;0;0;0;10;0;0;0;5;0;0;0;0;0;4;1;0;0;4;9;1;0;0;0;0;0;0;4;0;0;2;2;1;3;1;1;2;0;2;9;0;0;0
2000;PAVIA;ALBAREDO ARNABOLDI;4;0;7;0;9;0;9;2;4;5;0;0;0;9;0;0;0;4;0;0;0;0;0;3;0;0;0;2;3;0;2;4;0;0;0;0;4;0;0;1;3;2;2;0;0;2;0;0;7;1;0;1
2000;PAVIA;ALBONESE;2;0;4;0;3;0;3;0;2;1;0;0;0;2;1;0;0;1;1;0;0;0;0;2;0;0;0;1;2;0;1;2;0;0;0;0;1;0;1;1;1;1;1;0;0;2;0;0;3;0;0;0
2000;PAVIA;ALBUZZANO;6;0;9;0;9;0;9;2;6;3;0;0;1;4;4;0;1;4;1;0;0;0;0;3;0;0;0;3;4;0;3;5;0;0;0;0;2;0;4;4;2;2;4;0;2;4;0;1;7;0;1;0
2000;PAVIA;ARENA PO;9;2;10;7;16;0;16;2;7;6;0;0;0;14;1;0;0;7;0;0;0;3;0;3;4;0;0;3;3;0;1;2;0;5;5;7;5;0;4;3;6;3;6;1;3;8;0;1;8;6;1;1
2000;PAVIA;BAGNARIA;4;1;3;1;6;0;6;1;3;2;0;0;0;5;1;0;0;2;1;0;0;1;0;0;0;0;0;2;2;0;2;1;1;0;0;0;2;0;2;2;2;0;4;0;1;4;0;0;1;1;3;1
2000;PAVIA;BASCAPE';1;0;4;0;2;0;2;0;2;0;0;0;0;2;0;0;0;2;0;0;0;0;0;2;0;0;0;1;4;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0
2000;PAVIA;BASTIDA PANCARANA;6;0;13;0;16;2;14;5;7;7;0;0;0;14;0;0;0;7;0;0;0;0;0;6;0;0;0;1;1;0;5;12;0;0;0;0;3;0;3;3;3;1;5;2;2;3;1;1;11;3;0;0
2000;PAVIA;BATTUDA;3;0;4;0;4;0;4;1;4;0;0;0;0;2;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;3;0;1;0;2;0;3;1;2;0;0;2;0;0;4;0;0;0
2000;PAVIA;BELGIOIOSO;9;1;15;1;16;0;16;2;10;5;0;0;0;13;3;0;0;8;2;0;0;1;0;4;0;1;0;5;8;0;4;7;1;0;0;0;7;1;1;5;4;1;8;2;5;4;2;1;15;0;0;1
2000;PAVIA;BEREGUARDO;11;1;14;3;17;0;17;4;10;6;0;0;0;15;2;0;0;9;1;0;0;1;0;4;2;0;0;5;8;3;5;5;0;1;1;0;6;0;5;2;9;2;9;0;2;7;1;1;14;0;2;1
2000;PAVIA;BORGARELLO;3;0;3;0;3;0;3;2;2;1;0;0;0;3;0;0;0;2;0;0;0;0;0;1;0;0;0;2;2;0;1;1;0;0;0;0;0;0;3;0;3;0;3;0;0;2;0;0;2;0;1;0
2000;PAVIA;BORGO PRIOLO;2;0;3;0;4;0;4;3;3;1;0;0;0;3;1;0;0;2;1;0;0;0;0;0;0;0;0;1;1;0;1;2;0;0;0;0;2;0;0;0;2;0;2;2;0;1;0;1;4;0;0;0
2000;PAVIA;BORGO SAN SIRO;6;0;12;0;13;0;12;0;9;3;1;0;2;8;1;0;0;8;1;0;0;0;0;3;0;0;0;0;0;0;6;12;0;0;0;0;6;0;0;2;4;2;4;0;2;6;0;0;8;1;2;1
2000;PAVIA;BREME;2;0;3;0;4;0;4;0;2;2;0;0;0;4;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;2;3;0;0;0;0;2;0;0;1;1;1;1;1;0;0;0;0;3;1;0;0
2000;PAVIA;BRESSANA BOTTARONE;14;3;24;3;29;1;28;4;15;12;0;0;1;25;2;0;1;14;0;0;0;0;1;9;2;0;0;6;8;1;8;16;2;0;0;0;10;0;4;8;6;4;10;1;5;9;1;2;21;4;3;0
2000;PAVIA;BRONI;30;0;42;0;57;1;56;16;29;27;0;0;4;48;3;0;4;24;1;0;0;0;0;10;0;3;0;23;34;0;3;3;0;4;5;0;18;3;9;4;26;5;25;4;14;20;0;5;40;5;7;2
2000;PAVIA;CAMPOSPINOSO;4;0;11;0;10;2;8;0;7;1;0;0;0;7;1;0;0;6;1;0;0;0;0;4;0;0;0;3;10;0;1;1;0;0;0;0;3;0;1;2;2;1;3;2;0;0;1;1;8;0;0;0
2000;PAVIA;CANDIA LOMELLINA;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;1;0;0;0
2000;PAVIA;CANNETO PAVESE;2;0;2;0;3;0;3;1;2;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;1;1;1;0;2;1;1;1;0;0;2;0;1;0
2000;PAVIA;CARBONARA AL TICINO;9;0;10;0;16;0;16;2;8;8;0;0;0;14;2;0;0;6;2;0;0;0;0;2;0;0;0;2;2;0;6;7;0;0;0;0;5;0;4;3;6;2;7;1;1;5;0;2;12;2;1;1
2000;PAVIA;CASATISMA;4;2;5;2;6;0;6;2;3;1;0;0;0;6;0;0;0;3;0;0;0;2;0;2;0;0;0;2;2;1;1;2;1;1;1;0;2;0;2;0;4;0;4;1;0;3;0;0;6;0;0;0
2000;PAVIA;CASEI GEROLA;30;4;50;4;46;1;45;14;31;11;0;0;1;38;4;0;1;28;1;0;0;1;2;19;1;0;0;4;6;0;16;25;2;10;19;2;14;0;16;16;14;9;21;1;6;19;1;2;37;5;0;3
2000;PAVIA;CASORATE PRIMO;8;2;13;2;17;0;17;3;11;4;0;0;0;16;1;0;0;11;0;0;0;1;1;2;0;0;0;2;2;0;6;11;2;0;0;0;7;0;1;2;6;3;5;1;1;7;0;0;12;2;2;1
2000;PAVIA;CASSOLNOVO;11;2;12;2;20;0;20;4;10;8;0;0;1;15;3;0;0;8;1;0;0;0;2;1;0;1;0;8;9;0;3;3;2;0;0;0;7;1;3;2;9;2;9;1;4;11;0;0;10;1;5;3
2000;PAVIA;CASTANA;1;0;1;0;2;0;2;1;1;1;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;1;0;0;2;0;0;0
2000;PAVIA;CASTEGGIO;12;0;17;0;22;0;22;6;14;8;0;0;2;18;2;0;2;10;2;0;0;0;0;3;0;0;0;8;11;0;2;3;0;2;3;0;6;0;6;6;6;4;8;0;5;10;0;2;21;1;0;0
2000;PAVIA;CASTELLETTO DI BRANDUZZO;5;0;8;0;8;0;8;0;6;2;0;0;0;7;1;0;0;5;1;0;0;0;0;2;0;0;0;1;1;0;4;7;0;0;0;0;2;0;3;2;3;0;5;0;2;2;0;3;7;0;0;0
2000;PAVIA;CASTELLO D'AGOGNA;3;0;5;0;5;0;5;1;3;2;0;0;0;2;1;0;0;2;0;0;0;0;0;2;0;0;0;1;2;0;2;3;0;0;0;0;2;0;1;0;3;0;3;1;0;0;1;2;4;1;0;0
2000;PAVIA;CAVA MANARA;22;0;37;0;47;1;46;13;24;22;0;0;3;40;3;0;3;20;1;0;0;0;0;13;0;0;0;14;25;0;8;12;0;0;0;0;18;0;4;8;14;4;18;4;3;12;0;4;37;4;3;0
2000;PAVIA;CERGNAGO;2;0;2;0;4;0;4;0;2;2;0;0;0;3;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;1;1;1;0;2;0;1;2;0;0;2;0;1;1
2000;PAVIA;CERTOSA DI PAVIA;7;0;16;0;12;0;12;3;9;3;0;0;1;9;2;0;1;7;1;0;0;0;0;6;0;1;0;5;8;0;2;8;0;0;0;0;5;0;2;2;5;1;6;1;1;4;0;2;10;1;1;0
2000;PAVIA;CHIGNOLO PO;5;0;10;0;11;0;11;2;5;6;0;0;0;11;0;0;0;5;0;0;0;0;0;4;0;1;0;1;1;0;4;9;0;0;0;0;4;1;0;2;3;1;4;0;1;4;0;0;7;2;0;2
2000;PAVIA;CIGOGNOLA;3;0;4;0;4;0;4;1;3;1;0;0;0;4;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;3;4;0;0;0;0;1;0;2;0;3;0;3;1;0;2;0;0;3;1;0;0
2000;PAVIA;CILAVEGNA;4;0;7;0;8;0;8;1;4;4;0;0;1;7;0;0;1;3;0;0;0;0;0;3;0;0;0;4;7;0;0;0;0;0;0;0;3;0;1;1;3;0;4;1;1;2;1;0;6;1;0;1
2000;PAVIA;CODEVILLA;8;0;18;0;19;0;19;4;9;10;0;0;1;18;0;0;0;9;0;0;0;0;0;9;0;0;0;1;1;0;7;17;0;0;0;0;8;0;0;4;4;4;4;0;1;4;1;2;17;0;2;0
2000;PAVIA;COPIANO;2;0;2;0;2;0;2;0;2;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;2;0;2;2;0;0;0;2;0;0;2;0;0;0
2000;PAVIA;CORANA;6;0;17;0;10;0;10;1;7;3;0;0;0;8;2;0;0;6;1;0;0;0;0;10;0;0;0;0;0;0;0;0;0;6;17;0;3;0;3;1;5;1;5;0;2;5;0;1;6;2;0;0
2000;PAVIA;CORTEOLONA;7;0;9;0;13;0;13;1;9;4;0;0;0;11;1;0;0;8;1;0;0;0;0;0;0;0;0;6;8;0;1;1;0;0;0;0;5;0;2;2;5;2;5;0;0;4;0;2;10;2;1;0
2000;PAVIA;CORVINO SAN QUIRICO;3;0;3;0;6;0;6;1;3;3;0;0;0;3;3;0;0;2;1;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;3;0;0;2;1;0;3;1;0;3;0;0;1;1;3;1
2000;PAVIA;COZZO;3;0;5;0;5;0;5;1;3;2;0;0;0;4;1;0;0;2;1;0;0;0;0;2;0;0;0;1;1;0;2;4;0;0;0;0;2;0;1;1;2;2;1;0;1;3;0;0;3;2;0;0
2000;PAVIA;CURA CARPIGNANO;4;0;9;0;5;0;5;1;5;0;0;0;0;5;0;0;0;5;0;0;0;0;0;4;0;0;0;1;4;0;3;5;0;0;0;0;1;0;3;2;2;2;2;0;1;2;0;1;5;0;0;0
2000;PAVIA;DORNO;8;0;11;0;13;0;13;5;6;7;0;0;0;11;2;0;0;5;1;0;0;0;0;5;0;0;0;3;4;0;3;5;0;2;2;0;5;0;3;5;3;1;7;0;1;6;0;0;10;1;1;1
2000;PAVIA;FERRERA ERBOGNONE;2;0;4;0;4;0;4;0;2;2;0;0;0;3;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;2;4;0;0;0;0;2;0;0;0;2;0;2;0;2;2;0;0;4;0;0;0
2000;PAVIA;FILIGHERA;1;0;1;0;2;0;2;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;2;0;0;0
2000;PAVIA;FORTUNAGO;1;0;1;0;2;0;2;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1
2000;PAVIA;FRASCAROLO;2;0;2;0;3;0;3;1;2;1;0;0;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;1;0;2;0;2;0;1;1;0;0;2;0;1;0
2000;PAVIA;GALLIAVOLA;1;1;3;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;1;3;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0
2000;PAVIA;GAMBARANA;1;0;1;0;1;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;1;0;1;0;0;1;0;0;0
2000;PAVIA;GAMBOLO';19;2;36;2;37;0;37;2;19;16;0;0;3;32;2;0;1;17;1;0;0;2;0;16;0;1;0;12;17;1;7;19;1;0;0;0;16;1;2;7;12;6;13;2;3;10;0;8;26;6;4;1
2000;PAVIA;GARLASCO;47;0;68;0;87;0;86;27;50;36;1;0;3;73;8;0;2;38;8;0;0;0;0;18;0;0;0;31;42;0;16;26;0;0;0;0;36;0;11;10;37;5;41;10;7;30;4;8;59;7;11;8
2000;PAVIA;GERENZAGO;1;0;2;0;1;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;1;0;0;0
2000;PAVIA;GIUSSAGO;6;0;8;0;11;0;11;2;6;5;0;0;0;8;3;0;0;4;2;0;0;0;0;2;0;0;0;3;4;0;3;4;0;0;0;0;5;0;1;4;2;0;6;2;0;3;2;1;6;2;1;1
2000;PAVIA;GODIASCO;5;0;6;0;9;0;9;6;4;5;0;0;1;7;1;0;1;3;0;0;0;0;0;2;0;0;0;4;4;0;1;2;0;0;0;0;4;0;1;0;5;0;5;1;3;2;0;1;5;1;3;0
