ANNO;PROV;COMUNE;TOT_INC;TOT_INC_MORTALI;TOT_FERITI;TOT_MORTI;TOT_VEIC_COINVOLTI;TOT_VEIC_CONDUC_IGNOTO;TOT_CONDUC;CONDUC_FEMMINE;CONDUC_FERITI;CONDUC_MORTI_ENTRO24h;CONDUC_IGNOTI;CONDUC_ETA_0-14_INC;CONDUC_ETA_15-19_INC;CONDUC_ETA_20-64_INC;CONDUC_ETA_65+_INC;CONDUC_ETA_0-14_FERITI;CONDUC_ETA_15-19_FERITI;CONDUC_ETÀ_20-64_FERITI;CONDUC_ETA_65+_FERITI;CONDUC_ETA_0-14_MORTI;CONDUC_ETA_15-19_MORTI;CONDUC_ETA_20-64_MORTI;CONDUC_ETA_65+_MORTI;PASSEGGERI_FERITI;PASSEGGERI_MORTI;PEDONI_FERITI;PEDONI_MORTI;STRADE_URBANE_INC;STRADE_URBANE_FERITI;STRADE_URBANE_MORTI;STRADE_EXTRAURB_INC;STRADE_EXTRAURB_FERITI;STRADE_EXTRAURB_MORTI;AUTOSTR_INC;AUTOSTR_FERITI;AUTOSTR_MORTI;INC_TRA_VEIC_IN_MARCIA;INC_TRA_VEIC_E_PEDONE;INC_TRA_VEIC_ISOLATI;WEEKEND_INC;FERIALI_INC;NOTTE_INC;GIORNO_INC;ORE_07-09_INC;ORE_17-19_INC;SERENO_INC;NEBBIA_INC;PIOGGIA-NEVE_INC;VEIC_COINVOLTI_AUTOVET_(PRIV_E_PUB);VEIC_COINVOLTI_AUTOCAR_E_SIMILI;VEIC_COINVOLTI_MOTOCICLI;VEIC_COINVOLTI_VELOCIPEDI
2000;MILANO;CERNUSCO SUL NAVIGLIO;181;2;239;2;377;6;371;100;186;183;0;3;23;304;35;3;14;144;23;0;0;2;0;51;0;2;0;162;210;1;16;25;1;3;4;0;160;2;19;44;137;8;173;32;56;136;2;22;272;20;51;27
2000;MILANO;CERRO AL LAMBRO;8;1;19;1;19;2;17;6;11;5;0;0;1;15;1;0;1;10;0;0;0;0;1;8;0;0;0;1;1;0;3;2;1;4;16;0;6;0;2;3;5;1;7;0;2;5;2;1;13;2;2;0
2000;MILANO;CERRO MAGGIORE;58;1;93;1;113;1;109;32;59;49;3;1;6;88;8;1;5;44;8;0;0;1;0;33;0;1;0;44;62;0;1;3;0;13;28;1;50;1;7;20;38;10;48;3;17;43;0;6;78;6;14;10
2000;MILANO;CESANO BOSCONE;100;0;133;0;190;0;190;47;96;94;0;3;17;160;6;3;13;77;1;0;0;0;0;28;0;9;0;95;125;0;2;4;0;2;2;0;81;9;10;18;82;13;87;12;27;60;2;20;139;2;43;5
2000;MILANO;CESATE;23;1;34;1;43;0;43;15;24;18;0;3;5;31;4;3;4;14;3;0;0;1;0;7;0;3;0;22;34;0;1;0;1;0;0;0;17;2;4;4;19;1;22;4;7;15;0;5;28;1;10;4
2000;MILANO;CINISELLO BALSAMO;494;6;721;6;1004;26;975;215;491;479;3;1;58;838;46;1;52;409;26;0;0;5;0;192;0;38;1;430;626;5;10;14;0;54;81;1;395;34;65;115;379;84;410;77;118;385;0;79;708;69;164;31
2000;MILANO;CISLIANO;36;2;46;2;69;0;69;14;38;31;0;0;3;63;2;0;2;35;1;0;0;0;0;7;0;1;2;15;16;1;21;30;1;0;0;0;27;3;6;9;27;7;28;10;6;25;2;5;48;8;10;3
2000;MILANO;COLOGNO MONZESE;236;1;314;1;471;26;443;102;206;236;2;0;14;387;20;0;10;176;11;0;0;1;0;70;0;35;0;196;253;1;0;0;0;40;61;0;168;34;34;51;185;29;207;44;52;173;3;49;416;10;17;0
2000;MILANO;CORBETTA;75;2;108;2;162;6;156;33;77;77;0;1;12;128;12;1;9;58;9;0;0;2;0;29;0;2;0;70;99;2;5;9;0;0;0;0;64;1;10;26;49;8;67;8;20;53;4;10;102;17;22;14
2000;MILANO;CORMANO;144;5;211;5;301;10;289;63;152;135;2;2;13;255;11;2;11;132;6;0;0;1;1;54;1;5;2;88;128;3;28;37;1;28;46;1;118;7;19;31;113;26;118;18;37;102;2;24;207;30;41;8
2000;MILANO;CORNAREDO;132;4;173;4;259;3;256;63;127;126;0;3;16;218;16;3;13;107;4;0;0;3;0;37;0;9;1;104;141;2;19;23;0;9;9;2;89;10;33;16;116;9;123;19;44;103;2;16;184;19;42;7
2000;MILANO;CORSICO;244;1;357;1;500;16;483;111;231;251;1;2;28;410;33;2;19;197;13;0;0;0;1;102;0;24;0;221;316;1;8;20;0;14;20;0;185;24;35;60;184;27;217;35;55;184;3;47;374;34;61;10
2000;MILANO;CUGGIONO;34;1;51;1;67;0;67;19;40;27;0;3;5;58;1;2;3;34;1;0;0;0;0;10;0;1;1;32;48;1;2;3;0;0;0;0;30;1;3;8;26;6;28;3;9;29;0;4;44;3;10;9
2000;MILANO;CUSAGO;20;0;25;0;41;1;40;6;21;19;0;0;2;34;4;0;1;16;4;0;0;0;0;3;0;1;0;15;16;0;5;9;0;0;0;0;15;1;4;3;17;3;17;6;5;14;1;4;32;2;5;1
2000;MILANO;CUSANO MILANINO;104;3;157;3;212;3;209;54;108;99;0;1;20;171;15;1;18;81;8;0;0;1;1;43;0;6;1;104;157;3;0;0;0;0;0;0;92;6;6;20;84;6;98;19;30;90;0;11;143;14;40;12
2000;MILANO;DAIRAGO;6;0;8;0;13;0;13;3;5;8;0;0;2;10;1;0;2;3;0;0;0;0;0;3;0;0;0;5;7;0;1;1;0;0;0;0;6;0;0;0;6;2;4;1;1;6;0;0;9;0;2;2
2000;MILANO;DRESANO;4;0;6;0;8;0;8;2;5;3;0;0;0;8;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;4;6;0;0;0;0;4;0;0;0;4;1;3;0;0;3;0;1;7;1;0;0
2000;MILANO;GAGGIANO;54;3;66;3;100;1;98;8;46;50;1;0;5;28;2;0;4;14;1;0;0;1;0;9;0;11;1;23;30;0;31;36;3;0;0;0;38;8;8;15;39;11;43;12;7;40;1;8;85;4;6;3
2000;MILANO;GARBAGNATE MILANESE;141;2;216;2;287;2;284;81;151;131;1;3;19;240;17;3;17;122;6;0;0;2;0;56;0;9;0;139;214;1;2;2;1;0;0;0;120;8;13;40;101;7;134;22;40;110;1;22;217;7;43;17
2000;MILANO;GESSATE;21;0;29;0;53;5;48;11;23;25;0;1;4;38;2;1;2;18;1;0;0;0;0;6;0;0;0;17;25;0;4;4;0;0;0;0;19;0;2;4;17;1;20;4;6;14;1;4;31;6;9;2
2000;MILANO;GORGONZOLA;32;1;46;1;68;0;68;15;32;35;0;1;6;54;5;1;5;22;3;0;0;1;0;13;0;1;0;28;37;0;4;9;1;0;0;0;29;1;2;11;21;1;31;6;9;21;0;5;51;1;10;6
2000;MILANO;GREZZAGO;5;0;8;0;14;1;13;0;3;10;0;0;0;13;0;0;0;3;0;0;0;0;0;5;0;0;0;0;0;0;1;2;0;4;6;0;5;0;0;0;5;0;5;1;1;2;0;2;11;2;0;0
2000;MILANO;GUDO VISCONTI;11;1;12;1;19;0;19;0;7;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;1;0;10;11;1;0;0;0;7;4;0;2;9;0;11;1;3;8;0;2;16;0;2;1
2000;MILANO;INVERUNO;50;2;63;2;97;1;96;19;48;46;0;2;11;69;8;1;4;34;6;0;0;1;1;13;0;2;0;35;43;1;15;20;1;0;0;0;38;1;11;12;38;5;45;8;13;38;0;8;64;7;17;8
2000;MILANO;INZAGO;12;0;23;0;24;0;24;5;12;12;0;0;3;17;2;0;2;9;1;0;0;0;0;10;0;1;0;10;21;0;2;2;0;0;0;0;8;1;3;5;7;3;9;0;0;10;0;2;15;3;6;0
2000;MILANO;LACCHIARELLA;22;2;27;2;45;0;45;10;22;21;0;1;2;40;2;1;1;18;2;0;1;1;0;5;0;0;0;12;12;0;10;15;2;0;0;0;18;0;4;13;9;1;21;1;5;18;0;4;33;2;5;4
2000;MILANO;LAINATE;87;1;125;1;166;2;164;34;86;78;0;0;8;146;10;0;6;73;7;0;0;0;0;30;1;9;0;59;82;1;7;11;0;21;32;0;63;8;16;23;64;13;74;16;13;72;0;12;124;15;18;7
2000;MILANO;LEGNANO;363;3;473;3;756;28;725;180;322;401;3;7;56;585;48;6;34;257;22;0;0;2;0;115;0;36;1;338;433;3;4;4;0;21;36;0;299;34;30;113;250;32;331;45;111;247;0;55;550;41;95;33
2000;MILANO;LISCATE;25;0;37;0;42;0;42;8;26;16;0;0;6;33;3;0;5;19;2;0;0;0;0;9;0;2;0;20;28;0;5;9;0;0;0;0;14;2;9;8;17;4;21;3;7;21;0;4;25;4;13;0
2000;MILANO;LOCATE DI TRIULZI;33;1;54;1;72;0;72;13;33;38;0;1;3;61;4;1;3;25;3;0;0;1;0;21;0;0;0;17;28;0;13;22;1;3;4;0;29;0;4;6;27;5;27;6;7;21;1;8;54;9;7;2
2000;MILANO;MAGENTA;145;1;214;1;298;3;295;81;153;142;0;3;20;241;26;3;13;122;11;0;0;0;0;59;1;2;0;109;152;0;34;60;1;0;0;0;121;2;22;36;109;15;130;21;33;109;1;16;230;11;37;14
2000;MILANO;MAGNAGO;17;0;20;0;33;2;31;14;17;14;0;1;3;24;2;1;3;11;2;0;0;0;0;2;0;1;0;17;20;0;0;0;0;0;0;0;11;1;5;3;14;2;15;4;2;11;1;5;22;2;3;4
2000;MILANO;MARCALLO CON CASONE;34;0;55;0;64;1;63;12;34;29;0;0;1;55;7;0;1;28;5;0;0;0;0;18;0;3;0;21;32;0;2;3;0;10;19;0;21;3;10;11;23;7;27;5;7;20;0;8;47;9;2;4
2000;MILANO;MASATE;3;0;4;0;7;0;7;2;3;4;0;0;0;7;0;0;0;3;0;0;0;0;0;1;0;0;0;1;1;0;2;3;0;0;0;0;3;0;0;0;3;0;3;1;1;3;0;0;4;2;0;1
2000;MILANO;MEDIGLIA;55;1;85;1;108;1;107;19;59;47;0;1;6;94;4;0;4;52;3;0;0;1;0;25;0;1;0;11;13;0;44;72;1;0;0;0;45;1;9;17;38;11;44;15;14;40;2;8;84;10;12;1
2000;MILANO;MELEGNANO;65;1;88;1;128;0;128;26;65;62;0;0;10;105;7;0;7;56;2;0;0;0;1;16;0;7;0;39;51;1;14;20;0;12;17;0;46;6;13;21;44;14;51;12;16;49;7;8;98;12;9;9
2000;MILANO;MELZO;44;0;64;0;84;0;84;25;45;39;0;1;8;68;6;1;6;34;4;0;0;0;0;14;0;5;0;32;46;0;12;18;0;0;0;0;33;5;6;5;39;1;43;3;16;34;1;4;55;8;13;7
2000;MILANO;MESERO;17;1;22;1;35;0;35;12;17;18;0;0;2;31;2;0;2;13;2;0;0;0;0;4;1;1;0;15;20;1;2;2;0;0;0;0;14;1;2;4;13;2;15;2;5;14;0;2;25;2;5;2
2000;MILANO;MILANO;16692;108;23457;116;31185;312;30535;5584;15464;15011;327;82;1388;26472;1213;77;1112;13739;493;0;3;51;6;5980;21;2010;35;16234;22742;104;63;95;1;363;584;10;10819;1855;4018;4024;12668;3712;12979;2371;3304;13982;112;2485;20426;1869;6942;760
2000;MILANO;MORIMONDO;1;0;1;0;2;0;2;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1
2000;MILANO;MOTTA VISCONTI;8;0;9;0;13;0;12;6;7;5;1;0;0;10;1;0;0;5;1;0;0;0;0;1;0;1;0;7;7;0;1;2;0;0;0;0;5;1;2;1;7;2;6;0;2;6;0;1;9;1;1;1
2000;MILANO;NERVIANO;78;0;119;0;155;1;154;38;86;68;0;3;9;121;17;3;7;65;11;0;0;0;0;31;0;2;0;70;107;0;7;11;0;0;0;0;65;1;12;21;57;7;71;10;20;62;1;10;96;13;31;14
2000;MILANO;NOSATE;3;0;3;0;3;0;3;2;3;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;0;0;0;0;0;3;2;1;0;3;1;2;3;0;0;3;0;0;0
2000;MILANO;NOVATE MILANESE;101;1;131;1;196;2;194;44;100;93;0;1;20;157;11;1;17;75;6;0;0;0;1;27;0;4;0;74;92;1;12;19;0;14;19;0;78;4;19;27;74;8;93;23;25;83;2;10;122;21;45;5
2000;MILANO;NOVIGLIO;12;0;19;0;24;1;23;7;15;8;0;1;2;19;1;1;2;11;1;0;0;0;0;4;0;0;0;3;4;0;6;9;0;3;6;0;10;0;2;4;8;3;9;0;1;6;2;2;18;1;2;2
2000;MILANO;OPERA;61;3;90;4;124;4;120;25;54;63;0;0;5;106;6;0;4;47;2;0;0;3;0;31;1;5;0;32;48;2;16;23;1;13;19;1;46;5;10;12;49;6;55;12;15;46;0;10;88;11;16;4
2000;MILANO;OSSONA;36;0;56;0;67;2;65;11;40;25;0;0;2;60;2;0;2;37;1;0;0;0;0;15;0;1;0;19;25;0;8;16;0;9;15;0;19;1;16;4;32;0;36;8;7;24;1;5;45;11;8;1
2000;MILANO;OZZERO;14;0;23;0;28;0;28;3;18;10;0;0;4;23;1;0;4;13;1;0;0;0;0;5;0;0;0;4;5;0;10;18;0;0;0;0;13;0;1;4;10;4;10;0;4;10;0;3;18;4;4;2
2000;MILANO;SEGRATE;211;1;293;1;418;9;408;86;223;184;1;1;24;346;23;1;17;188;12;0;1;0;0;53;0;17;0;115;157;1;96;136;0;0;0;0;125;15;71;47;164;19;191;39;53;152;5;31;283;37;65;19
2000;MILANO;PADERNO DUGNANO;300;1;407;1;619;19;596;128;290;305;4;8;42;502;26;7;28;238;14;0;1;0;0;96;0;18;0;256;334;1;33;59;0;10;13;0;229;15;56;69;231;15;285;53;76;228;1;30;413;51;100;30
2000;MILANO;PANTIGLIATE;31;1;48;1;72;2;70;17;37;32;0;0;1;60;8;0;0;32;5;0;0;0;1;10;0;1;0;9;12;0;22;36;1;0;0;0;28;1;2;7;24;2;29;3;9;26;1;4;52;8;4;6
2000;MILANO;PARABIAGO;91;2;113;2;173;0;173;56;86;86;0;1;21;133;14;1;19;59;7;0;0;0;1;19;1;8;0;87;106;1;4;7;1;0;0;0;76;7;8;13;78;10;81;14;19;69;1;14;116;15;26;16
2000;MILANO;PAULLO;49;1;66;1;99;1;97;17;46;50;1;3;8;75;10;3;6;32;5;0;0;0;1;17;0;3;0;37;46;1;12;20;0;0;0;0;38;3;8;19;30;7;42;6;17;36;1;6;68;7;15;7
2000;MILANO;PERO;88;0;132;0;188;7;181;43;93;88;0;0;7;159;10;0;7;82;4;0;0;0;0;31;0;8;0;59;88;0;1;1;0;28;43;0;68;6;14;14;74;6;82;17;32;59;0;25;129;26;23;2
2000;MILANO;PESCHIERA BORROMEO;92;1;132;1;186;3;183;39;96;86;0;1;6;165;7;1;4;87;4;0;0;1;0;31;0;5;0;69;98;1;23;34;0;0;0;0;72;5;15;21;71;8;84;19;20;67;2;13;137;25;16;4
2000;MILANO;PESSANO CON BORNAGO;26;1;34;1;50;0;50;14;29;21;0;0;3;41;4;0;3;23;2;0;0;0;0;5;0;0;1;21;28;1;5;6;0;0;0;0;22;1;3;8;18;1;25;4;7;14;0;5;32;11;4;3
2000;MILANO;PIEVE EMANUELE;67;0;105;0;131;1;130;29;71;59;0;1;7;113;5;1;6;60;4;0;0;0;0;32;0;2;0;51;85;0;16;20;0;0;0;0;51;1;15;12;55;6;61;7;16;61;1;4;88;14;19;6
2000;MILANO;PIOLTELLO;117;1;167;1;232;5;226;67;118;108;1;3;7;198;15;3;5;101;9;0;0;0;0;41;0;8;1;74;108;1;43;59;0;0;0;0;91;8;18;18;99;6;111;20;40;89;0;12;156;21;31;15
2000;MILANO;POGLIANO MILANESE;35;0;46;0;72;1;71;19;32;39;0;1;8;58;3;1;7;23;1;0;0;0;0;11;0;3;0;27;33;0;8;13;0;0;0;0;28;3;4;8;27;0;35;4;14;18;1;10;49;5;16;1
2000;MILANO;POZZO D'ADDA;5;0;5;0;9;0;9;1;5;4;0;0;1;7;0;0;1;3;0;0;0;0;0;0;0;0;0;3;3;0;2;2;0;0;0;0;4;0;1;0;5;1;4;2;0;4;0;1;6;0;3;0
2000;MILANO;POZZUOLO MARTESANA;17;0;24;0;34;0;34;12;19;15;0;1;2;28;2;1;1;15;2;0;0;0;0;5;0;0;0;13;17;0;4;7;0;0;0;0;15;0;2;1;16;1;16;2;6;13;0;2;24;1;4;4
2000;MILANO;PREGNANA MILANESE;19;0;22;0;33;0;33;9;17;16;0;0;4;27;2;0;3;13;1;0;0;0;0;5;0;0;0;13;14;0;2;2;0;4;6;0;12;0;7;3;16;1;18;3;8;17;0;1;19;5;6;2
2000;MILANO;RESCALDINA;43;0;59;0;92;1;91;26;41;50;0;2;8;76;5;2;5;30;4;0;0;0;0;16;0;2;0;42;54;0;1;5;0;0;0;0;38;2;3;14;29;4;39;5;12;31;0;9;65;3;14;9
2003;COMO;COLONNO;2;0;3;0;4;0;4;1;3;1;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;2;0;0;0;2;0;2;0;1;2;0;0;2;0;2;0
2000;MILANO;RHO;376;5;529;5;760;15;742;152;375;362;3;3;49;632;43;3;32;310;25;0;0;4;1;131;0;23;0;292;397;3;11;18;0;73;114;2;311;19;46;86;290;33;342;73;95;248;3;63;530;61;112;34
2000;MILANO;ROBECCHETTO CON INDUNO;10;0;16;0;20;0;20;8;12;8;0;0;1;17;2;0;1;9;2;0;0;0;0;4;0;0;0;10;16;0;0;0;0;0;0;0;8;0;2;2;8;2;8;3;1;7;0;2;20;0;0;0
2000;MILANO;ROBECCO SUL NAVIGLIO;27;1;44;1;54;0;54;15;31;22;0;1;1;45;5;1;0;28;2;0;1;0;0;12;0;1;0;21;33;1;6;11;0;0;0;0;20;1;6;8;19;3;23;2;7;19;0;5;39;4;6;4
2000;MILANO;RODANO;6;0;12;0;13;0;13;6;9;4;0;0;1;11;1;0;1;8;0;0;0;0;0;3;0;0;0;5;9;0;1;3;0;0;0;0;5;0;1;1;5;0;6;4;0;5;0;0;12;0;1;0
2000;MILANO;ROSATE;19;1;20;1;37;1;36;2;16;19;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;14;14;1;5;6;0;0;0;0;15;0;4;7;12;1;18;3;9;15;0;3;27;2;3;4
2000;MILANO;ROZZANO;219;2;310;3;450;13;436;98;217;217;1;2;24;382;19;2;20;189;5;0;0;2;0;78;0;15;1;173;241;0;16;22;1;27;38;2;157;12;50;43;176;15;204;42;55;173;2;26;316;36;73;9
2000;MILANO;SAN COLOMBANO AL LAMBRO;17;0;24;0;31;0;31;6;15;16;0;1;4;24;2;1;4;9;1;0;0;0;0;9;0;0;0;12;18;0;5;6;0;0;0;0;12;0;5;6;11;4;13;0;7;16;0;0;19;4;3;5
2000;MILANO;SAN DONATO MILANESE;194;1;277;1;370;7;363;88;192;171;0;1;18;318;17;1;15;163;9;0;0;0;0;71;1;14;0;136;187;1;32;50;0;26;40;0;141;14;39;37;157;32;162;32;45;127;2;34;270;27;52;9
2000;MILANO;SAN GIORGIO SU LEGNANO;9;0;10;0;18;0;18;7;9;9;0;0;5;11;2;0;4;3;2;0;0;0;0;1;0;0;0;8;9;0;1;1;0;0;0;0;9;0;0;2;7;1;8;0;2;8;0;1;11;1;4;2
2000;MILANO;SAN GIULIANO MILANESE;216;1;314;1;445;8;436;96;205;231;1;2;10;392;18;2;9;182;8;0;0;0;0;94;0;15;1;139;191;1;42;72;0;35;51;0;170;14;32;59;157;24;191;41;58;133;6;32;331;51;38;6
2000;MILANO;SANTO STEFANO TICINO;13;0;19;0;26;0;25;4;15;10;1;1;5;18;1;1;4;9;1;0;0;0;0;4;0;0;0;7;12;0;5;6;0;1;1;0;11;0;2;3;10;0;13;4;4;11;0;0;16;2;6;1
2000;MILANO;SAN VITTORE OLONA;27;0;34;0;50;0;50;13;25;25;0;0;0;45;3;0;0;21;3;0;0;0;0;7;0;2;0;26;33;0;1;1;0;0;0;0;22;2;3;7;20;3;24;4;11;18;0;7;36;4;8;2
2000;MILANO;SAN ZENONE AL LAMBRO;9;0;11;0;15;0;15;1;7;8;0;0;1;10;3;0;1;4;2;0;0;0;0;3;0;1;0;0;0;0;3;4;0;6;7;0;6;1;2;3;6;1;8;0;2;6;0;2;8;4;2;1
2000;MILANO;SEDRIANO;50;0;64;0;90;0;90;27;47;43;0;1;8;72;7;1;7;32;6;0;0;0;0;11;0;6;0;42;50;0;7;13;0;1;1;0;35;6;9;14;36;5;45;11;10;43;1;4;56;8;16;10
2000;MONZA E DELLA BRIANZA;RONCO BRIANTINO;3;0;3;0;6;0;6;0;3;3;0;0;1;4;1;0;1;1;1;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;3;0;0;0;3;2;1;0;0;3;0;0;3;0;2;1
2000;MILANO;SENAGO;91;0;109;0;172;1;171;44;86;85;0;0;16;129;14;0;12;64;8;0;0;0;0;15;0;8;0;90;108;0;1;1;0;0;0;0;68;8;15;23;68;5;86;18;19;74;1;14;112;15;31;12
2000;MILANO;SESTO SAN GIOVANNI;552;9;785;9;1104;5;1098;211;523;569;0;3;55;951;52;3;41;454;20;0;0;4;2;217;3;45;0;500;713;9;3;5;0;48;66;0;455;43;54;154;398;126;426;82;102;390;1;71;840;64;157;31
2000;MILANO;SETTALA;37;0;57;0;79;1;78;8;43;35;0;0;2;72;1;0;2;38;1;0;0;0;0;13;0;1;0;17;25;0;20;32;0;0;0;0;33;1;3;11;26;8;29;4;11;27;0;6;60;13;5;0
2000;MILANO;SETTIMO MILANESE;72;2;94;2;133;0;133;32;65;67;0;1;5;118;7;1;4;57;3;0;0;1;0;20;0;9;1;62;80;2;7;10;0;3;4;0;51;10;11;9;63;4;68;13;24;50;1;16;88;15;24;4
2000;MILANO;SOLARO;48;2;60;2;91;0;91;20;46;44;0;1;9;76;5;1;9;34;2;0;0;1;0;12;0;2;1;47;58;2;1;2;0;0;0;0;40;3;5;12;36;2;46;7;16;41;0;7;59;7;21;3
2000;MILANO;TREZZANO ROSA;11;0;21;0;29;4;25;8;11;14;0;0;1;23;1;0;0;11;0;0;0;0;0;10;0;0;0;2;2;0;3;5;0;6;14;0;11;0;0;4;7;3;8;3;3;4;2;1;20;3;1;1
2000;MILANO;TREZZANO SUL NAVIGLIO;147;1;216;1;296;5;289;60;139;150;2;1;14;252;19;1;14;118;6;0;0;0;0;60;0;17;1;128;187;1;11;15;0;8;14;0;121;16;10;29;118;17;130;22;42;78;6;25;223;29;29;6
2000;MILANO;TREZZO SULL'ADDA;52;1;78;1;107;8;98;21;45;52;1;1;5;83;8;1;5;36;3;0;0;1;0;25;0;8;0;27;35;0;9;15;0;16;28;1;37;6;9;6;46;9;43;8;14;40;1;6;60;16;18;3
2000;MILANO;TRIBIANO;4;0;6;0;8;0;8;1;4;4;0;0;0;8;0;0;0;4;0;0;0;0;0;2;0;0;0;2;3;0;2;3;0;0;0;0;4;0;0;0;4;1;3;3;0;3;0;1;8;0;0;0
2000;MILANO;TRUCCAZZANO;16;0;27;0;33;0;33;3;19;14;0;0;1;30;2;0;1;17;1;0;0;0;0;8;0;0;0;2;4;0;14;23;0;0;0;0;14;0;2;7;9;3;13;4;2;13;1;2;19;7;6;1
2000;MILANO;TURBIGO;25;1;31;1;47;1;46;12;24;21;0;0;4;41;1;0;3;20;1;0;0;1;0;5;0;2;0;21;25;0;4;6;1;0;0;0;19;2;4;3;22;2;23;2;6;18;1;6;30;3;11;2
2000;MILANO;VANZAGO;18;0;37;0;29;0;29;4;18;11;0;0;1;25;2;0;1;15;2;0;0;0;0;19;0;0;0;16;35;0;2;2;0;0;0;0;11;0;7;5;13;1;17;0;6;14;0;2;22;2;3;2
2000;MILANO;VAPRIO D'ADDA;17;0;28;0;41;4;37;7;16;21;0;0;3;32;2;0;1;15;0;0;0;0;0;11;0;1;0;12;16;0;5;12;0;0;0;0;15;1;1;5;12;1;16;2;6;12;0;4;26;4;5;0
2000;MILANO;VERMEZZO;11;1;17;1;27;2;25;4;14;10;0;0;0;23;2;0;0;14;0;0;0;0;1;3;0;0;0;3;7;0;8;10;1;0;0;0;10;0;1;4;7;0;11;2;4;10;0;0;16;5;2;2
2000;PAVIA;BORNASCO;3;0;10;0;7;1;6;1;4;2;0;0;0;6;0;0;0;4;0;0;0;0;0;6;0;0;0;0;0;0;3;10;0;0;0;0;2;0;1;2;1;0;3;0;1;2;0;0;6;0;0;0
2000;MILANO;VERNATE;14;1;25;1;29;2;27;5;18;8;0;0;0;27;0;0;0;18;0;0;0;1;0;7;0;0;0;1;1;0;12;24;0;0;0;0;12;0;2;4;10;1;13;4;2;9;0;3;18;6;2;0
2000;MILANO;VIGNATE;29;0;39;0;62;1;61;12;34;27;0;0;7;49;5;0;6;23;5;0;0;0;0;4;0;1;0;5;5;0;24;34;0;0;0;0;25;1;3;2;27;0;29;10;6;25;2;1;40;4;13;4
2000;MILANO;VIMODRONE;84;2;112;2;183;4;179;48;74;103;0;3;5;156;9;2;4;63;3;0;0;2;0;27;0;11;0;80;106;2;3;4;0;0;0;0;71;10;3;16;68;6;78;8;32;65;1;13;143;3;26;7
2000;MILANO;VITTUONE;50;0;78;0;103;4;99;29;56;43;0;0;8;86;5;0;7;46;3;0;0;0;0;21;0;1;0;36;56;0;14;22;0;0;0;0;37;1;12;12;38;3;47;4;16;31;1;7;73;7;12;7
2000;MILANO;VIZZOLO PREDABISSI;11;0;16;0;27;1;26;10;14;12;0;0;2;20;4;0;2;12;0;0;0;0;0;2;0;0;0;2;2;0;9;14;0;0;0;0;10;0;1;0;11;0;11;1;5;9;0;1;23;0;3;0
2000;MILANO;ZIBIDO SAN GIACOMO;45;2;68;4;90;1;89;12;49;37;0;0;5;78;4;0;5;42;1;0;0;2;1;19;1;0;0;21;31;0;19;27;4;5;10;0;32;0;13;14;31;11;34;3;8;35;1;4;63;10;15;1
2000;MILANO;VILLA CORTESE;5;0;9;0;8;0;8;1;6;2;0;0;3;4;1;0;3;2;1;0;0;0;0;3;0;0;0;2;3;0;2;5;0;0;0;0;3;0;2;3;2;2;3;0;1;4;0;0;5;1;2;0
2000;MILANO;VANZAGHELLO;15;0;21;0;32;0;32;10;18;14;0;0;1;27;4;0;1;16;1;0;0;0;0;3;0;0;0;9;15;0;6;6;0;0;0;0;13;0;2;2;13;0;15;3;5;13;0;1;24;2;2;4
2000;MONZA E DELLA BRIANZA;AGRATE BRIANZA;107;2;161;2;215;6;208;37;104;102;1;0;5;188;10;0;2;97;5;0;0;2;0;55;0;1;0;36;43;0;33;42;2;37;75;0;83;1;23;28;79;17;90;11;25;81;3;12;159;22;20;6
2000;MONZA E DELLA BRIANZA;AICURZIO;1;0;2;0;2;0;2;0;2;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;2;0;0
2000;MONZA E DELLA BRIANZA;ALBIATE;23;0;31;0;44;0;44;9;26;18;0;1;5;35;1;1;3;21;0;0;0;0;0;4;0;1;0;21;29;0;2;2;0;0;0;0;17;1;5;9;14;2;21;3;8;19;0;2;29;3;9;2
2000;MONZA E DELLA BRIANZA;ARCORE;72;1;96;2;152;2;150;42;76;74;0;1;5;126;13;1;5;61;7;0;0;0;0;15;2;5;0;63;83;0;9;13;2;0;0;0;59;5;8;13;59;9;62;8;19;46;0;15;120;6;17;7
2000;MONZA E DELLA BRIANZA;BARLASSINA;44;0;65;0;84;0;83;18;49;34;1;1;6;63;12;1;5;34;9;0;0;0;0;15;0;1;0;37;55;0;7;10;0;0;0;0;37;1;6;13;31;6;38;3;9;30;1;10;59;7;15;2
