ANNO_INCIDENTE;PROV;COD_COM;COMUNE;TOT_INC;DI_CUI_INC_MORTALI;TOT_FERITI;TOT_MORTI;VEIC_COINVOLTI_(IDENTIFICATO_CONDUCENTE);DI_CUI_ALTRI_VEIC_COINVOLTI;CONDUC_TOTALI;DI_CUI_CONDUC_FEMMINE;PASSEGGERI_INFORTUNATI;DI_CUI_PASSEGGERI_INFORTUNATI_FEMMINE;PEDONI_INFORTUNATI;DI_CUI_PEDONI_INFORTUNATI_FEMMINE;CONDUC_FERITI;CONDUC_MORTI_ENTRO24h;CONDUC_IGNOTI;CONDUC_MORTI_ENTRO30gg;CONDUC_ETÀ_0-14_INC;CONDUC_ETÀ_15-19_INC;CONDUC_ETÀ_20-64_INC;CONDUC_ETÀ_65_E_OLTRE_INC;CONDUC_ETÀ_0-14_FERITI;CONDUC_ETÀ_15-19_FERITI;CONDUC_ETÀ_20-64_FERITI;CONDUC_ETÀ_65_E_OLTRE_FERITI;CONDUC_ETÀ_0-14_MORTI;CONDUC_ETÀ_15-19_MORTI;CONDUC_ETÀ_20-64_MORTI;CONDUC_ETÀ_65_E_OLTRE_MORTI;PASSEGGERI_FERITI;PASSEGGERI_MORTI;PEDONI_FERITI;PEDONI_MORTI;ALTRI_VEIC_FERITI;ALTRI_VEIC_MORTI;INTERSEZIONE_INC;INTERSEZIONE_FERITI;NON_INTERSEZIONE_MORTI_ENTRO24h;NON_INTERSEZIONE_INC;NON_INTERSEZIONE_FERITI;NON_INTERSEZIONE_MORTI__ENTRO30gg;STRADE_URBANE_INC;STRADE_URBANE_FERITI;STRADE_URBANE_MORTI;STRADE_EXTRAURB_(NO_AUTOSTR)_INC;STRADE_EXTRAURB_(NO_AUTOSTR)_FERITI;STRADE_EXTRAURB_(NO_AUTOSTR)_MORTI;AUTOSTR_INC;AUTOSTR_FERITI;AUTOSTR_MORTI;INC_TRA_VEIC_IN_MARCIA;INC_TRA_VEIC_IN_MARCIA_FERITI;INC_TRA_VEIC_IN_MARCIA_MORTI;INC_TRA_VEIC_E_PEDONE;INC_TRA_VEIC_E_PEDONE_FERITI;INC_TRA_VEIC_E_PEDONE_MORTI;INC_TRA_VEIC_ISOLATI;INC_TRA_VEIC_ISOLATI_FERITI;INC_TRA_VEIC_ISOLATI_MORTI;WEEKEND_INC;WEEKEND_FERITI;WEEKEND_MORTI;FERIALI_INC;FERIALI_FERITI;FERIALI_MORTI;NOTTE_INC;NOTTE_FERITI;NOTTE_MORTI;GIORNO_INC;GIORNO_FERITI;GIORNO_MORTI;ORE_DI_PUNTA_07-09_INC;ORE_DI_PUNTA_07-09_FERITI;ORE_DI_PUNTA_07-09_MORTI;ORE_DI_PUNTA_17-19_INC;ORE_DI_PUNTA_17-19_FERITI;ORE_DI_PUNTA_17-19_MORTI;SERENO_INC;SERENO_FERITI;SERENO_MORTI;NEBBIA_INC;NEBBIA_FERITI;NEBBIA_MORTI;PIOGGIA-NEVE_INC;PIOGGIA-NEVE_FERITI;PIOGGIA-NEVE_MORTI;VEIC_COINVOLTI_AUTOVET_(PRIV_E_PUB);AUTOVET_(PRIV_E_PUB)_FERITI;AUTOVET_(PRIV_E_PUB)_MORTI;VEIC_COINVOLTI_AUTOCAR_E_SIMILI;AUTOCAR_E_SIMILI_FERITI;AUTOCAR_E_SIMILI_MORTI;VEIC_COINVOLTI_MOTOCICLI;MOTOCICLI_FERITI;MOTOCICLI_MORTI;VEIC_COINVOLTI_VELOCIPEDI;VELOCIPEDI_FERITI;VELOCIPEDI_MORTI
2005;MILANO;15184;ROBECCO SUL NAVIGLIO;14;;16;0;25;;25;7;0;0;2;1;14;11;0;0;0;4;20;1;0;2;11;1;0;0;0;0;0;0;2;0;0;0;11;12;0;3;4;0;12;13;0;2;3;0;;;;9;11;0;2;2;0;3;3;0;6;6;0;8;10;0;2;3;0;12;13;0;1;1;0;1;1;0;9;9;0;1;2;0;2;3;0;17;14;0;2;;;3;2;0;3;;
2005;MILANO;15185;RODANO;4;;5;0;13;1;12;3;0;0;0;0;5;7;0;0;0;0;9;2;0;0;3;2;0;0;0;0;0;0;0;0;0;0;4;5;0;;;;2;3;0;2;2;0;;;;3;4;0;0;0;0;1;1;0;0;0;0;4;5;0;;;;4;5;0;0;0;0;2;3;0;4;5;0;0;0;0;0;0;0;8;3;0;2;1;0;2;1;0;;;
2005;MILANO;15188;ROSATE;17;;22;0;37;1;36;6;0;0;0;0;22;14;0;0;0;0;30;1;0;0;19;1;0;0;0;0;0;0;0;0;0;0;7;9;0;10;13;0;12;15;0;5;7;0;;;;14;19;0;0;0;0;3;3;0;3;3;0;14;19;0;3;3;0;14;19;0;1;1;0;1;2;0;14;17;0;1;1;0;2;4;0;22;11;0;6;7;0;5;3;0;2;;
2005;MILANO;15189;ROZZANO;226;2;293;2;444;5;437;120;26;15;26;17;241;194;2;2;3;23;373;25;3;20;200;14;0;0;2;0;26;0;26;0;0;0;153;199;2;73;94;0;142;173;1;41;58;0;42;61;1;144;193;2;24;28;0;58;72;0;44;59;1;182;234;1;19;27;0;206;265;2;35;45;0;70;89;0;197;256;1;1;1;0;17;20;0;286;197;1;58;41;1;74;49;0;15;3;0
2005;MILANO;15191;SAN COLOMBANO AL LAMBRO;4;1;4;1;7;;7;2;0;0;0;0;4;2;0;1;0;0;7;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;2;2;1;2;2;0;3;4;0;1;0;1;;;;3;4;0;0;0;0;1;0;1;2;1;1;2;3;0;2;2;1;2;2;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;4;3;0;;;;3;1;1;;;
2005;MILANO;15192;SAN DONATO MILANESE;171;1;218;1;344;2;342;64;36;22;10;4;170;171;0;1;1;18;303;13;1;12;147;8;0;0;1;0;36;0;10;0;2;0;98;129;1;73;89;0;103;119;0;26;34;1;42;65;0;137;177;0;9;9;0;25;32;1;32;45;0;139;173;1;15;23;0;156;195;1;40;51;0;39;52;0;106;132;1;4;4;0;23;32;0;240;173;0;34;15;0;51;24;1;9;6;0
2005;MILANO;15194;SAN GIORGIO SU LEGNANO;13;;14;0;23;;23;6;0;0;1;1;13;10;0;0;0;2;16;2;0;2;8;1;0;0;0;0;0;0;1;0;0;0;5;5;0;8;9;0;12;13;0;1;1;0;;;;9;10;0;1;1;0;3;3;0;2;2;0;11;12;0;1;1;0;12;13;0;3;3;0;4;4;0;10;11;0;0;0;0;1;1;0;14;9;0;3;2;0;5;3;0;1;;
2005;MILANO;15195;SAN GIULIANO MILANESE;204;2;266;2;412;5;407;81;35;17;12;6;220;186;0;1;2;22;354;25;2;20;186;12;0;0;1;0;35;0;11;1;0;0;109;150;2;95;116;0;126;145;1;28;44;0;48;75;1;157;204;1;10;11;1;37;51;0;39;53;0;165;213;2;25;45;0;179;221;2;31;40;0;47;58;0;164;214;2;9;13;0;20;27;0;282;200;2;45;23;0;62;39;0;14;4;0
2005;MILANO;15200;SANTO STEFANO TICINO;14;;16;0;25;;25;11;0;0;0;0;16;9;0;0;0;0;20;3;0;0;13;2;0;0;0;0;0;0;0;0;0;0;5;6;0;9;10;0;8;8;0;4;5;0;2;3;0;11;13;0;0;0;0;3;3;0;2;2;0;12;14;0;;;;14;16;0;3;3;0;3;3;0;11;13;0;0;0;0;1;1;0;16;13;0;3;1;0;4;2;0;2;;
2005;MILANO;15201;SAN VITTORE OLONA;23;;26;0;48;1;47;11;3;2;1;1;22;25;0;0;0;4;41;2;0;4;18;0;0;0;0;0;3;0;1;0;0;0;8;9;0;15;17;0;22;23;0;1;3;0;;;;19;22;0;1;1;0;3;3;0;5;5;0;18;21;0;1;1;0;22;25;0;6;8;0;6;6;0;18;20;0;0;0;0;4;5;0;30;15;0;5;5;0;10;4;0;1;1;0
2005;MILANO;15202;SAN ZENONE AL LAMBRO;14;1;29;1;29;1;28;3;12;0;1;0;15;13;0;0;0;1;23;2;0;0;13;1;0;0;0;0;13;0;0;1;1;0;13;28;1;1;1;0;2;2;0;2;2;0;10;25;1;11;25;0;1;0;1;2;4;0;4;11;0;10;18;1;3;8;0;11;21;1;2;3;0;2;4;0;10;23;1;0;0;0;1;1;0;17;24;0;6;2;0;3;3;0;1;;
2005;MILANO;15204;SEDRIANO;43;1;50;1;80;;80;24;5;3;1;1;44;35;0;1;0;10;58;8;0;6;33;5;0;0;1;0;5;0;1;0;0;0;11;13;0;32;37;1;38;45;0;5;5;1;;;;34;42;0;1;1;0;8;7;1;8;10;0;35;40;1;6;9;1;37;41;0;10;11;0;12;15;0;34;37;1;0;0;0;7;11;0;55;39;1;3;;;16;9;0;5;2;0
2005;MILANO;15205;SEGRATE;163;2;191;2;316;3;309;77;6;2;10;5;175;132;4;2;1;14;256;26;1;12;147;11;0;0;1;1;6;0;10;0;0;0;94;109;1;69;82;1;127;151;2;36;40;0;;;;121;147;2;8;8;0;34;36;0;28;37;0;135;154;2;8;8;0;155;183;2;24;27;0;33;41;0;138;156;2;2;2;0;21;29;0;209;136;1;26;15;0;60;31;0;11;5;1
2005;MILANO;15206;SENAGO;87;1;93;1;162;1;161;39;0;0;2;2;91;69;0;1;1;11;121;24;1;11;66;13;0;0;1;0;0;0;2;0;0;0;49;51;1;38;42;0;87;93;1;;;;;;;66;73;0;2;2;0;19;18;1;20;22;0;67;71;1;2;3;0;85;90;1;14;13;1;23;25;0;80;85;1;0;0;0;7;8;0;95;57;1;12;7;0;30;15;0;23;13;0
2005;MILANO;15209;SESTO SAN GIOVANNI;485;2;534;2;927;2;925;155;9;3;58;32;467;456;0;2;11;43;760;70;8;28;381;38;1;0;1;0;9;0;58;0;0;0;208;226;2;277;308;0;453;495;2;2;3;0;30;36;0;390;431;2;52;58;0;43;45;0;130;149;1;355;385;1;94;106;0;342;374;2;39;43;0;87;93;0;388;422;1;2;3;0;38;45;0;627;389;1;62;36;1;178;87;0;46;13;0
2005;MILANO;15210;SETTALA;33;;41;0;77;4;73;8;2;1;3;1;36;37;0;0;0;1;71;1;0;1;35;0;0;0;0;0;2;0;3;0;0;0;17;21;0;16;20;0;26;32;0;7;9;0;;;;29;36;0;2;3;0;2;2;0;6;10;0;27;31;0;;;;33;41;0;7;10;0;6;6;0;25;31;0;0;0;0;4;5;0;53;31;0;7;3;0;11;6;0;1;1;0
2005;MILANO;15211;SETTIMO MILANESE;42;;45;0;85;2;83;22;4;1;1;0;40;43;0;0;0;3;71;3;0;2;35;1;0;0;0;0;4;0;1;0;0;0;22;22;0;20;23;0;38;41;0;4;4;0;;;;34;37;0;1;1;0;7;7;0;5;8;0;37;37;0;3;3;0;39;42;0;9;9;0;9;9;0;35;38;0;0;0;0;2;2;0;52;31;0;8;6;0;21;8;0;2;;
2005;MILANO;15213;SOLARO;55;1;66;1;120;4;116;31;1;0;1;1;62;53;0;1;1;4;96;7;1;4;50;3;0;0;0;1;1;0;1;0;2;0;22;25;1;33;41;0;54;65;1;1;1;0;;;;51;62;1;1;1;0;3;3;0;12;14;0;43;52;1;2;3;0;53;63;1;8;8;0;10;10;1;46;56;1;2;2;0;5;6;0;75;48;0;7;5;1;24;11;0;9;1;0
2005;MILANO;15219;TREZZANO ROSA;13;;20;0;25;;25;5;6;4;0;0;14;11;0;0;0;0;25;0;0;0;14;0;0;0;0;0;6;0;0;0;0;0;9;14;0;4;6;0;5;7;0;1;2;0;7;11;0;11;17;0;0;0;0;2;3;0;7;11;0;6;9;0;2;2;0;11;18;0;3;3;0;4;7;0;11;17;0;0;0;0;0;0;0;18;16;0;4;3;0;3;1;0;;;
2005;MILANO;15220;TREZZANO SUL NAVIGLIO;89;2;110;2;184;2;181;47;20;14;6;4;84;95;1;2;1;4;158;8;0;2;76;5;0;1;1;0;20;0;6;0;0;0;44;61;0;45;49;2;68;77;2;4;6;0;17;27;0;75;92;2;5;6;0;9;12;0;17;28;1;72;82;1;9;12;0;78;93;2;11;14;0;32;43;2;65;82;2;2;2;0;9;13;0;132;82;0;19;12;2;27;16;0;3;;
2005;MILANO;15221;TREZZO SULL'ADDA;60;2;75;2;123;;123;30;10;8;3;2;63;59;0;1;0;3;110;10;0;3;56;4;0;0;1;0;10;0;2;1;0;0;32;43;2;28;32;0;29;35;1;18;21;0;13;19;1;53;69;1;3;2;1;4;4;0;5;8;1;55;67;1;2;2;0;58;73;2;14;16;1;12;14;0;53;63;2;1;2;0;3;6;0;84;57;0;13;6;2;20;11;0;4;;
2005;MILANO;15222;TRIBIANO;1;;2;0;2;;2;1;0;0;0;0;2;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;2;0;;;;1;2;0;;;;;;;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;;;;1;2;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;2;0;1;;;0;0;0;;;
2005;MILANO;15224;TRUCCAZZANO;13;;16;0;27;;27;8;0;0;0;0;16;11;0;0;0;0;26;1;0;0;16;0;0;0;0;0;0;0;0;0;0;0;6;9;0;7;7;0;4;4;0;9;12;0;;;;11;14;0;0;0;0;2;2;0;4;5;0;9;11;0;1;2;0;12;14;0;2;2;0;2;4;0;10;13;0;0;0;0;0;0;0;17;6;0;3;3;0;7;7;0;;;
2005;MILANO;15226;TURBIGO;27;;31;0;52;;52;19;0;0;0;0;31;21;0;0;0;6;41;3;0;4;23;3;0;0;0;0;0;0;0;0;0;0;11;13;0;16;18;0;23;26;0;4;5;0;;;;24;28;0;0;0;0;3;3;0;6;8;0;21;23;0;4;5;0;23;26;0;1;1;0;8;8;0;22;26;0;0;0;0;1;1;0;35;26;0;3;2;0;8;1;0;6;2;0
2005;MILANO;15229;VANZAGO;17;;17;0;30;;30;11;0;0;1;1;16;14;0;0;0;2;26;2;0;2;14;0;0;0;0;0;0;0;1;0;0;0;6;6;0;11;11;0;17;17;0;;;;;;;12;12;0;1;1;0;4;4;0;2;2;0;15;15;0;2;2;0;15;15;0;3;3;0;5;5;0;14;14;0;1;1;0;0;0;0;18;12;0;3;2;0;7;2;0;2;1;0
2005;MILANO;15230;VAPRIO D'ADDA;18;;21;0;36;;36;12;0;0;1;0;20;16;0;0;0;1;29;4;0;1;15;3;0;0;0;0;0;0;1;0;0;0;10;11;0;8;10;0;15;18;0;3;3;0;;;;15;17;0;1;1;0;2;3;0;2;2;0;16;19;0;;;;18;21;0;7;9;0;2;2;0;14;16;0;0;0;0;1;1;0;24;17;0;4;2;0;8;2;0;;;
2005;PAVIA;18119;REA;1;;1;0;2;;2;0;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;;;;1;1;0;;;;;;;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;;;0;0;0;;;
2005;MILANO;15235;VERMEZZO;16;;28;0;38;2;36;10;0;0;0;0;27;9;0;0;0;1;33;0;0;1;25;0;0;0;0;0;0;0;0;0;1;0;11;19;0;5;9;0;5;6;0;11;22;0;;;;14;26;0;0;0;0;2;2;0;5;10;0;11;18;0;1;3;0;15;25;0;3;5;0;6;10;0;14;25;0;0;0;0;1;2;0;26;23;0;6;2;0;4;3;0;;;
2005;MILANO;15236;VERNATE;9;;10;0;14;;14;4;0;0;0;0;10;4;0;0;0;1;10;1;0;1;7;1;0;0;0;0;0;0;0;0;0;0;7;8;0;2;2;0;1;1;0;8;9;0;;;;5;6;0;0;0;0;4;4;0;2;2;0;7;8;0;2;2;0;7;8;0;3;3;0;2;2;0;7;8;0;1;1;0;1;1;0;9;6;0;1;1;0;2;2;0;1;1;0
2005;MILANO;15237;VIGNATE;30;;36;0;69;5;64;9;3;3;1;1;32;32;0;0;0;2;55;4;0;2;29;1;0;0;0;0;3;0;1;0;0;0;13;19;0;17;17;0;6;6;0;22;28;0;;;;23;29;0;1;1;0;6;6;0;4;4;0;26;32;0;2;2;0;28;34;0;6;8;0;8;12;0;29;35;0;0;0;0;1;1;0;41;27;0;11;7;0;9;2;0;3;;
2005;MILANO;15242;VIMODRONE;60;;70;0;119;2;117;18;2;2;7;5;61;56;0;0;1;4;98;10;1;3;50;6;0;0;0;0;2;0;7;0;0;0;17;20;0;43;50;0;47;54;0;10;13;0;;;;45;55;0;6;6;0;9;9;0;11;15;0;49;55;0;4;7;0;56;63;0;13;13;0;17;21;0;5;8;0;0;0;0;1;2;0;72;54;0;11;7;0;27;8;0;6;1;0
2005;MILANO;15243;VITTUONE;31;;38;0;62;;62;14;2;2;0;0;36;26;0;0;1;3;55;3;1;2;32;1;0;0;0;0;2;0;0;0;0;0;14;17;0;17;21;0;20;22;0;11;16;0;;;;26;33;0;0;0;0;5;5;0;4;5;0;27;33;0;3;4;0;28;34;0;4;5;0;9;12;0;21;25;0;1;1;0;3;4;0;40;27;0;5;1;0;10;8;0;6;1;0
2005;MILANO;15244;VIZZOLO PREDABISSI;18;;21;0;39;;39;11;0;0;0;0;21;18;0;0;0;3;33;2;0;2;18;1;0;0;0;0;0;0;0;0;0;0;2;2;0;16;19;0;6;7;0;12;14;0;;;;17;20;0;0;0;0;1;1;0;1;1;0;17;20;0;;;;18;21;0;5;5;0;6;8;0;14;17;0;1;1;0;2;2;0;27;17;0;6;3;0;6;1;0;;;
2005;MILANO;15246;ZELO SURRIGONE;2;;2;0;4;;4;1;0;0;0;0;2;2;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;1;1;0;;;;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0;;;;2;2;0;1;1;0;1;1;0;1;1;0;1;1;0;0;0;0;3;2;0;1;;;0;0;0;;;
2005;MILANO;15247;ZIBIDO SAN GIACOMO;44;2;54;2;84;1;82;18;6;4;0;0;48;32;1;2;0;4;75;3;0;4;43;1;0;0;2;0;6;0;0;0;0;0;28;37;2;16;17;0;12;13;0;21;25;0;11;16;2;34;43;1;0;0;0;10;11;1;13;16;1;31;38;1;9;14;1;35;40;1;9;11;1;4;4;0;30;35;2;3;3;0;3;7;0;53;39;1;9;3;1;15;11;0;5;1;0
2005;MILANO;15248;VILLA CORTESE;7;;10;0;15;;15;2;0;0;0;0;10;5;0;0;0;1;13;1;0;1;8;1;0;0;0;0;0;0;0;0;0;0;3;4;0;4;6;0;5;7;0;2;3;0;;;;7;10;0;0;0;0;0;0;0;0;0;0;7;10;0;;;;7;10;0;0;0;0;1;1;0;6;9;0;0;0;0;0;0;0;10;9;0;1;;;3;1;0;1;;
2005;MILANO;15249;VANZAGHELLO;11;1;13;3;20;;20;3;3;0;0;0;13;7;0;0;0;1;15;4;0;1;9;3;0;0;0;0;0;3;0;0;0;0;7;8;3;4;5;0;8;9;0;3;4;3;;;;8;10;3;0;0;0;3;3;0;3;4;0;8;9;3;3;4;3;8;9;0;3;3;0;2;2;0;11;13;3;0;0;0;0;0;0;14;10;3;;;;4;3;0;2;;
2005;MILANO;15250;BARANZATE;12;;14;0;24;;24;3;0;0;0;0;14;10;0;0;0;3;21;0;0;3;11;0;0;0;0;0;0;0;0;0;0;0;10;12;0;2;2;0;11;13;0;;;;;;;11;13;0;0;0;0;1;1;0;2;2;0;10;12;0;1;2;0;11;12;0;1;1;0;4;4;0;12;14;0;0;0;0;0;0;0;16;8;0;2;1;0;6;5;0;;;
2005;MONZA E DELLA BRIANZA;108016;CARNATE;8;1;7;1;14;;14;3;0;0;0;0;7;6;0;1;1;0;12;1;1;0;6;0;0;0;0;1;0;0;0;0;0;0;4;3;1;4;4;0;5;4;1;3;3;0;;;;5;5;0;0;0;0;3;2;1;1;1;0;7;6;1;;;;8;7;1;2;1;1;2;2;0;7;7;0;0;0;0;1;0;1;9;6;1;;;;3;1;0;2;;
2005;MONZA E DELLA BRIANZA;108001;AGRATE BRIANZA;112;;148;0;233;3;230;45;25;13;1;0;121;109;0;0;0;5;212;13;0;3;111;7;0;0;0;0;25;0;1;0;1;0;63;93;0;49;55;0;29;33;0;34;37;0;49;78;0;92;125;0;1;1;0;19;22;0;24;42;0;88;106;0;18;30;0;94;118;0;13;15;0;34;48;0;82;111;0;2;2;0;15;18;0;150;115;0;44;12;0;27;18;0;8;3;0
2005;MONZA E DELLA BRIANZA;108002;AICURZIO;3;;3;0;5;;5;3;0;0;1;0;2;3;0;0;0;1;4;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;2;2;0;1;1;0;3;3;0;;;;;;;2;2;0;1;1;0;0;0;0;1;1;0;2;2;0;1;1;0;2;2;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;3;3;0;;;;1;0;0;1;;
2005;MONZA E DELLA BRIANZA;108003;ALBIATE;24;;27;0;49;1;48;13;0;0;2;1;25;23;0;0;0;3;42;3;0;3;21;1;0;0;0;0;0;0;2;0;0;0;10;11;0;14;16;0;22;25;0;2;2;0;;;;20;22;0;2;3;0;2;2;0;8;10;0;16;17;0;2;2;0;22;25;0;3;3;0;6;7;0;20;23;0;0;0;0;2;2;0;27;17;0;5;3;0;11;5;0;4;1;0
2005;MONZA E DELLA BRIANZA;108004;ARCORE;54;;59;0;111;;110;19;2;0;3;3;54;56;1;0;1;5;81;9;1;4;43;6;0;0;0;0;2;0;3;0;0;0;29;32;0;25;27;0;53;56;0;1;3;0;;;;52;57;0;1;1;0;1;1;0;8;12;0;46;47;0;8;10;0;46;49;0;10;10;0;14;15;0;47;52;0;0;0;0;4;4;0;73;40;0;3;2;0;26;15;0;6;1;0
2005;MONZA E DELLA BRIANZA;108005;BARLASSINA;32;;36;0;61;;61;13;2;1;2;1;32;29;0;0;2;2;55;2;2;1;28;1;0;0;0;0;2;0;2;0;0;0;11;12;0;21;24;0;29;33;0;3;3;0;;;;26;30;0;2;2;0;4;4;0;10;13;0;22;23;0;3;5;0;29;31;0;2;2;0;8;8;0;22;26;0;2;2;0;5;5;0;40;22;0;4;3;0;13;10;0;3;1;0
2005;MONZA E DELLA BRIANZA;108006;BELLUSCO;23;2;25;2;44;;44;9;1;0;0;0;24;18;0;2;0;4;31;6;0;3;16;4;0;0;1;0;1;0;0;0;0;0;10;10;1;13;15;1;7;7;2;16;18;0;;;;21;23;2;0;0;0;2;2;0;7;7;0;16;18;2;5;7;0;18;18;2;1;1;0;4;5;0;15;16;1;0;0;0;1;1;0;28;24;2;5;;;8;1;0;3;;
2005;MONZA E DELLA BRIANZA;108007;BERNAREGGIO;22;;27;0;46;1;45;20;0;0;1;1;25;20;0;0;2;2;40;0;2;2;20;0;0;0;0;0;0;0;1;0;1;0;11;15;0;11;12;0;19;22;0;3;5;0;;;;18;23;0;1;1;0;3;3;0;5;6;0;17;21;0;4;7;0;18;20;0;3;4;0;6;7;0;18;20;0;1;3;0;2;3;0;32;24;0;1;1;0;9;2;0;3;;
2005;MONZA E DELLA BRIANZA;108008;BESANA IN BRIANZA;48;;54;0;90;;89;18;0;0;1;0;53;36;1;0;1;8;67;11;1;7;41;4;0;0;0;0;0;0;1;0;0;0;20;23;0;28;31;0;48;54;0;;;;;;;41;47;0;1;1;0;6;6;0;14;15;0;34;39;0;2;3;0;46;51;0;9;10;0;18;19;0;41;45;0;0;0;0;3;4;0;56;41;0;2;1;0;22;9;0;9;3;0
2005;MONZA E DELLA BRIANZA;108009;BIASSONO;38;;41;0;79;;79;24;0;0;0;0;41;38;0;0;0;3;63;2;0;3;31;2;0;0;0;0;0;0;0;0;0;0;17;18;0;21;23;0;38;41;0;;;;;;;35;38;0;0;0;0;3;3;0;10;10;0;28;31;0;4;4;0;34;37;0;6;6;0;9;11;0;28;31;0;0;0;0;5;5;0;47;29;0;6;5;0;23;7;0;3;;
2005;MONZA E DELLA BRIANZA;108010;BOVISIO-MASCIAGO;49;1;57;1;102;2;100;27;1;0;5;4;51;48;0;1;1;4;84;11;1;4;42;4;0;0;1;0;1;0;5;0;0;0;20;25;1;29;32;0;29;31;0;20;26;1;;;;42;49;1;5;6;0;2;2;0;13;15;1;36;42;0;3;4;0;46;53;1;10;11;0;13;16;0;32;38;1;2;2;0;7;9;0;76;48;0;8;3;1;13;6;0;3;;
2005;MONZA E DELLA BRIANZA;108011;BRIOSCO;22;;31;0;36;;36;7;5;4;2;1;24;12;0;0;0;1;32;2;0;1;22;1;0;0;0;0;5;0;2;0;0;0;13;20;0;9;11;0;8;9;0;14;22;0;;;;12;20;0;2;2;0;8;9;0;14;22;0;8;9;0;2;2;0;20;29;0;3;5;0;5;8;0;10;13;0;2;3;0;5;8;0;25;23;0;5;2;0;5;6;0;;;
2005;MONZA E DELLA BRIANZA;108012;BRUGHERIO;130;;159;0;259;3;256;62;15;8;8;5;135;121;0;0;3;22;209;18;3;21;106;5;0;0;0;0;16;0;8;0;0;0;64;83;0;66;76;0;106;118;0;;;;24;41;0;106;132;0;7;8;0;17;19;0;35;53;0;95;106;0;21;38;0;109;121;0;22;24;0;34;35;0;98;119;0;1;1;0;9;12;0;156;100;0;29;26;0;56;31;0;12;2;0
2005;MONZA E DELLA BRIANZA;108013;BURAGO DI MOLGORA;11;1;11;1;16;;16;3;0;0;0;0;11;4;0;1;0;1;15;0;0;1;10;0;0;0;1;0;0;0;0;0;0;0;7;6;1;4;5;0;7;8;0;4;3;1;;;;4;5;0;0;0;0;7;6;1;4;3;1;7;8;0;2;2;0;9;9;1;1;1;0;1;2;0;7;7;1;0;0;0;1;1;0;11;7;1;2;2;0;2;2;0;1;;
2005;MONZA E DELLA BRIANZA;108014;CAMPARADA;3;;3;0;5;;5;2;0;0;0;0;3;2;0;0;0;0;4;1;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;3;3;0;;;;;;;2;2;0;0;0;0;1;1;0;1;1;0;2;2;0;;;;3;3;0;0;0;0;1;1;0;3;3;0;0;0;0;0;0;0;2;2;0;;;;3;1;0;;;
2005;MONZA E DELLA BRIANZA;108015;CARATE BRIANZA;91;2;117;2;177;;177;55;11;6;4;3;102;73;0;2;0;12;158;3;0;10;90;2;0;0;2;0;11;0;4;0;0;0;41;48;1;50;69;1;57;68;2;34;49;0;;;;74;97;1;4;4;0;13;16;1;19;31;0;72;86;2;14;24;1;77;93;1;7;9;0;28;34;0;71;90;2;0;0;0;10;14;0;126;95;0;12;7;1;33;13;1;5;1;0
2005;MONZA E DELLA BRIANZA;108017;CAVENAGO DI BRIANZA;29;;37;0;48;;48;8;7;3;0;0;30;18;0;0;0;3;44;1;0;3;27;0;0;0;0;0;7;0;0;0;0;0;21;29;0;8;8;0;14;14;0;1;1;0;14;22;0;16;19;0;0;0;0;13;18;0;10;14;0;19;23;0;8;14;0;21;23;0;1;1;0;4;5;0;22;28;0;0;0;0;3;5;0;32;28;0;5;1;0;9;6;0;1;;
2005;MONZA E DELLA BRIANZA;108018;CERIANO LAGHETTO;9;;12;0;18;;18;6;0;0;0;0;12;6;0;0;0;3;15;0;0;3;9;0;0;0;0;0;0;0;0;0;0;0;3;5;0;6;7;0;9;12;0;;;;;;;7;9;0;0;0;0;2;3;0;0;0;0;9;12;0;2;2;0;7;10;0;1;2;0;3;4;0;7;10;0;0;0;0;0;0;0;15;10;0;1;;;2;2;0;;;
2005;MONZA E DELLA BRIANZA;108019;CESANO MADERNO;174;1;218;1;352;1;350;107;2;1;9;2;207;142;1;1;0;23;270;24;0;18;158;13;0;0;0;1;2;0;9;0;0;0;62;78;0;112;140;1;168;209;1;6;9;0;;;;153;194;1;8;11;0;13;13;0;51;68;0;123;150;1;16;21;0;157;196;1;33;39;1;41;51;0;139;178;1;0;0;0;14;16;0;243;165;1;19;16;0;70;32;0;16;4;0
