ANNO_INCIDENTE;PROV;COD_COM;COMUNE;TOT_INC;DI_CUI_INC_MORTALI;TOT_FERITI;TOT_MORTI;VEIC_COINVOLTI_(IDENTIFICATO_CONDUCENTE);DI_CUI_ALTRI_VEIC_COINVOLTI;CONDUC_TOTALI;DI_CUI_CONDUC_FEMMINE;PASSEGGERI_INFORTUNATI;DI_CUI_PASSEGGERI_INFORTUNATI_FEMMINE;PEDONI_INFORTUNATI;DI_CUI_PEDONI_INFORTUNATI_FEMMINE;CONDUC_FERITI;CONDUC_MORTI_ENTRO24h;CONDUC_IGNOTI;CONDUC_MORTI_ENTRO30gg;CONDUC_ETÀ_0-14_INC;CONDUC_ETÀ_15-19_INC;CONDUC_ETÀ_20-64_INC;CONDUC_ETÀ_65_E_OLTRE_INC;CONDUC_ETÀ_0-14_FERITI;CONDUC_ETÀ_15-19_FERITI;CONDUC_ETÀ_20-64_FERITI;CONDUC_ETÀ_65_E_OLTRE_FERITI;CONDUC_ETÀ_0-14_MORTI;CONDUC_ETÀ_15-19_MORTI;CONDUC_ETÀ_20-64_MORTI;CONDUC_ETÀ_65_E_OLTRE_MORTI;PASSEGGERI_FERITI;PASSEGGERI_MORTI;PEDONI_FERITI;PEDONI_MORTI;ALTRI_VEIC_FERITI;ALTRI_VEIC_MORTI;INTERSEZIONE_INC;INTERSEZIONE_FERITI;NON_INTERSEZIONE_MORTI_ENTRO24h;NON_INTERSEZIONE_INC;NON_INTERSEZIONE_FERITI;NON_INTERSEZIONE_MORTI__ENTRO30gg;STRADE_URBANE_INC;STRADE_URBANE_FERITI;STRADE_URBANE_MORTI;STRADE_EXTRAURB_(NO_AUTOSTR)_INC;STRADE_EXTRAURB_(NO_AUTOSTR)_FERITI;STRADE_EXTRAURB_(NO_AUTOSTR)_MORTI;AUTOSTR_INC;AUTOSTR_FERITI;AUTOSTR_MORTI;INC_TRA_VEIC_IN_MARCIA;INC_TRA_VEIC_IN_MARCIA_FERITI;INC_TRA_VEIC_IN_MARCIA_MORTI;INC_TRA_VEIC_E_PEDONE;INC_TRA_VEIC_E_PEDONE_FERITI;INC_TRA_VEIC_E_PEDONE_MORTI;INC_TRA_VEIC_ISOLATI;INC_TRA_VEIC_ISOLATI_FERITI;INC_TRA_VEIC_ISOLATI_MORTI;WEEKEND_INC;WEEKEND_FERITI;WEEKEND_MORTI;FERIALI_INC;FERIALI_FERITI;FERIALI_MORTI;NOTTE_INC;NOTTE_FERITI;NOTTE_MORTI;GIORNO_INC;GIORNO_FERITI;GIORNO_MORTI;ORE_DI_PUNTA_07-09_INC;ORE_DI_PUNTA_07-09_FERITI;ORE_DI_PUNTA_07-09_MORTI;ORE_DI_PUNTA_17-19_INC;ORE_DI_PUNTA_17-19_FERITI;ORE_DI_PUNTA_17-19_MORTI;SERENO_INC;SERENO_FERITI;SERENO_MORTI;NEBBIA_INC;NEBBIA_FERITI;NEBBIA_MORTI;PIOGGIA-NEVE_INC;PIOGGIA-NEVE_FERITI;PIOGGIA-NEVE_MORTI;VEIC_COINVOLTI_AUTOVET_(PRIV_E_PUB);AUTOVET_(PRIV_E_PUB)_FERITI;AUTOVET_(PRIV_E_PUB)_MORTI;VEIC_COINVOLTI_AUTOCAR_E_SIMILI;AUTOCAR_E_SIMILI_FERITI;AUTOCAR_E_SIMILI_MORTI;VEIC_COINVOLTI_MOTOCICLI;MOTOCICLI_FERITI;MOTOCICLI_MORTI;VEIC_COINVOLTI_VELOCIPEDI;VELOCIPEDI_FERITI;VELOCIPEDI_MORTI
2002;CREMONA;19017;CASALE CREMASCO-VIDOLASCO;9;;12;0;15;;15;4;2;1;2;0;8;7;0;0;0;1;13;0;0;0;8;0;0;0;0;0;2;0;2;0;0;0;6;8;0;3;4;0;8;9;0;1;3;0;;;;6;7;0;2;2;0;1;3;0;0;0;0;9;12;0;2;3;0;7;9;0;0;0;0;4;6;0;8;11;0;0;0;0;1;1;0;10;10;0;;;;4;2;0;1;;
2002;CREMONA;19018;CASALETTO CEREDANO;3;;4;0;4;;4;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;2;0;1;1;0;2;3;0;;;;1;2;0;0;0;0;2;2;0;2;3;0;1;1;0;1;2;0;2;2;0;0;0;0;1;1;0;2;3;0;0;0;0;0;0;0;3;4;0;1;;;0;0;0;;;
2002;CREMONA;19019;CASALETTO DI SOPRA;3;;4;0;5;;5;0;1;1;0;0;3;2;0;0;0;0;5;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;3;4;0;;;;1;2;0;2;2;0;;;;1;1;0;0;0;0;2;3;0;0;0;0;3;4;0;1;2;0;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;3;4;0;1;;;4;4;0;0;0;0;;;
2002;CREMONA;19021;CASALMAGGIORE;101;2;155;2;199;;199;53;47;24;3;2;105;92;0;2;2;12;157;23;2;12;77;14;0;0;1;1;47;0;3;0;0;0;51;77;1;50;78;1;82;129;2;17;23;0;;;;79;126;2;2;3;0;20;26;0;30;48;0;71;107;2;14;23;1;86;131;1;14;19;0;27;39;1;58;90;1;2;4;0;22;35;0;157;134;2;15;10;0;19;9;0;8;2;0
2002;CREMONA;19022;CASALMORANO;6;;12;0;8;;8;2;6;1;0;0;6;2;0;0;0;1;7;0;0;1;5;0;0;0;0;0;6;0;0;0;0;0;5;9;0;1;3;0;1;3;0;5;9;0;;;;2;4;0;0;0;0;4;8;0;5;11;0;1;1;0;4;10;0;2;2;0;1;1;0;1;1;0;5;11;0;0;0;0;1;1;0;7;11;0;1;1;0;0;0;0;;;
2002;CREMONA;19023;CASTELDIDONE;1;;1;0;1;;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;;;;;;;1;1;0;;;;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;;;;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;;;;0;0;0;;;
2002;CREMONA;19025;CASTELLEONE;26;;51;0;48;2;46;8;21;8;0;0;30;16;0;0;0;2;37;4;0;2;24;1;0;0;0;0;21;0;0;0;0;0;12;20;0;14;31;0;8;12;0;18;39;0;;;;17;42;0;0;0;0;9;9;0;10;15;0;16;36;0;7;10;0;19;41;0;5;11;0;3;5;0;18;34;0;0;0;0;7;13;0;38;45;0;4;3;0;3;3;0;;;
2002;CREMONA;19026;CASTELVERDE;35;1;44;1;57;;57;12;9;3;1;0;35;22;0;0;0;1;51;5;0;1;32;2;0;0;0;0;8;1;1;0;0;0;14;18;0;21;26;1;13;18;0;22;26;1;;;;19;24;0;1;1;0;15;19;1;9;11;0;26;33;1;10;13;1;25;31;0;1;1;0;6;8;0;22;30;0;1;1;0;6;6;1;42;35;1;6;3;0;6;5;0;1;1;0
2002;CREMONA;19027;CASTELVISCONTI;1;;3;0;1;;1;1;2;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;1;3;0;;;;;;;1;3;0;;;;0;0;0;0;0;0;1;3;0;0;0;0;1;3;0;;;;1;3;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;1;3;0;;;;0;0;0;;;
2002;CREMONA;19028;CELLA DATI;1;;1;0;1;;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;;;;;;1;1;0;;;;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;;;;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;;;;0;0;0;;;
2002;CREMONA;19029;CHIEVE;7;;13;0;13;;13;6;6;4;0;0;7;6;0;0;0;0;13;0;0;0;7;0;0;0;0;0;6;0;0;0;0;0;4;9;0;3;4;0;;;;7;13;0;;;;5;10;0;0;0;0;2;3;0;2;5;0;5;8;0;1;1;0;6;12;0;1;3;0;3;4;0;6;10;0;0;0;0;1;3;0;12;12;0;;;;1;1;0;;;
2002;CREMONA;19030;CICOGNOLO;5;1;6;1;9;;9;2;0;0;0;0;6;2;0;1;0;1;8;0;0;1;5;0;0;0;1;0;0;0;0;0;0;0;1;1;1;4;5;0;;;;5;6;1;;;;3;4;1;0;0;0;2;2;0;1;1;0;4;5;1;1;1;0;4;5;1;0;0;0;2;3;0;3;4;0;0;0;0;1;1;0;8;6;1;1;;;0;0;0;;;
2002;CREMONA;19031;CINGIA DE' BOTTI;6;;10;0;11;;11;3;2;1;0;0;8;3;0;0;0;3;6;2;0;2;4;2;0;0;0;0;2;0;0;0;0;0;2;3;0;4;7;0;3;4;0;3;6;0;;;;5;8;0;0;0;0;1;2;0;2;3;0;4;7;0;;;;5;8;0;1;2;0;1;1;0;3;4;0;1;2;0;1;3;0;7;7;0;1;;;0;0;0;2;1;0
2002;CREMONA;19032;CORTE DE' CORTESI CON CIGNONE;5;;10;0;11;;11;3;4;2;0;0;6;5;0;0;0;0;10;1;0;0;5;1;0;0;0;0;4;0;0;0;0;0;1;1;0;4;9;0;;;;5;10;0;;;;5;10;0;0;0;0;0;0;0;2;5;0;3;5;0;;;;5;10;0;1;2;0;1;4;0;3;7;0;0;0;0;2;3;0;10;10;0;;;;0;0;0;;;
2002;CREMONA;19033;CORTE DE' FRATI;7;1;14;1;11;;11;1;7;4;0;0;7;3;0;1;0;0;11;0;0;0;7;0;0;0;1;0;7;0;0;0;0;0;7;14;1;;;;;;;2;5;0;5;9;1;4;8;0;0;0;0;3;6;1;3;8;0;4;6;1;3;7;0;4;7;1;1;2;0;1;0;1;6;12;1;0;0;0;1;2;0;8;12;1;1;;;1;0;0;;;
2002;CREMONA;19035;CREMA;154;4;221;5;308;;307;92;61;29;9;2;152;151;1;4;3;29;246;25;3;25;108;15;0;0;4;0;60;1;9;0;0;0;57;71;5;97;150;0;134;180;2;20;41;3;;;;131;188;4;6;6;0;17;27;1;38;68;0;116;153;5;17;37;2;133;179;3;17;19;1;43;58;1;114;159;4;2;3;0;24;44;0;214;171;1;21;18;2;48;26;1;23;5;1
2002;CREMONA;19036;CREMONA;637;8;852;13;1205;10;1186;355;180;114;76;49;602;577;9;7;6;55;955;122;6;44;485;62;0;0;7;0;174;6;76;0;0;0;307;425;7;330;427;6;575;748;9;54;95;0;7;7;4;456;641;11;66;73;0;115;138;2;156;225;3;481;627;10;60;95;2;574;752;11;105;134;1;152;207;0;499;649;8;12;18;0;103;157;2;818;629;9;70;52;3;196;116;1;91;38;0
2002;CREMONA;19037;CREMOSANO;3;;5;0;6;;6;1;1;0;0;0;4;2;0;0;0;0;6;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;2;2;0;1;3;0;;;;3;5;0;;;;2;4;0;0;0;0;1;1;0;1;3;0;2;2;0;;;;3;5;0;1;1;0;0;0;0;2;4;0;0;0;0;1;1;0;6;5;0;;;;0;0;0;;;
2002;CREMONA;19039;CUMIGNANO SUL NAVIGLIO;1;;3;0;1;;1;1;2;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;1;3;0;;;;;;;1;3;0;;;;0;0;0;0;0;0;1;3;0;0;0;0;1;3;0;;;;1;3;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;1;3;0;;;;0;0;0;;;
2002;CREMONA;19040;DEROVERE;1;;1;0;2;;2;1;0;0;0;0;1;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;1;1;0;;;;1;1;0;;;;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;;;;;;0;0;0;1;1;0
2002;CREMONA;19041;DOVERA;5;1;8;1;10;;10;1;3;3;0;0;5;4;0;1;0;0;9;1;0;0;4;1;0;0;1;0;3;0;0;0;0;0;1;0;1;4;8;0;;;;5;8;1;;;;4;8;0;0;0;0;1;0;1;2;6;0;3;2;1;1;0;1;4;8;0;0;0;0;2;6;0;5;8;1;0;0;0;0;0;0;9;8;1;;;;1;0;0;;;
2002;CREMONA;19042;DRIZZONA;1;;1;0;2;;2;1;0;0;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;1;1;0;;;;1;1;0;;;;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;;;;0;0;0;;;
2002;CREMONA;19044;FORMIGARA;1;;1;0;2;;2;2;0;0;0;0;1;1;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;1;1;0;;;;1;1;0;;;;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;;;;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;2;1;0;;;;0;0;0;;;
2002;LODI;98011;CASELLE LANDI;1;;1;0;1;;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;;;;;;1;1;0;;;;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;;;;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;;;;1;1;0;0;0;0;;;
2002;CREMONA;19045;GABBIONETA-BINANUOVA;5;1;9;1;6;;6;0;4;3;0;0;5;0;0;1;0;0;6;0;0;0;5;0;0;0;1;0;4;0;0;0;0;0;4;7;1;1;2;0;1;3;0;4;6;1;;;;1;2;0;0;0;0;4;7;1;2;2;1;3;7;0;1;2;0;4;7;1;1;2;0;0;0;0;1;2;0;1;2;0;2;3;1;4;5;1;1;2;0;1;2;0;;;
2002;CREMONA;19046;GADESCO-PIEVE DELMONA;11;;15;0;21;;21;4;5;3;0;0;10;11;0;0;0;1;19;1;0;0;10;0;0;0;0;0;5;0;0;0;0;0;6;7;0;5;8;0;3;4;0;8;11;0;;;;8;11;0;0;0;0;3;4;0;2;3;0;9;12;0;1;1;0;10;14;0;4;5;0;2;3;0;7;10;0;1;1;0;1;1;0;13;12;0;8;3;0;0;0;0;;;
2002;CREMONA;19047;GENIVOLTA;5;1;10;1;9;;9;2;4;4;0;0;6;2;0;1;0;1;6;2;0;1;4;1;0;0;0;1;4;0;0;0;0;0;4;9;0;1;1;1;1;1;1;4;9;0;;;;3;5;1;0;0;0;2;5;0;1;3;0;4;7;1;;;;5;10;1;0;0;0;2;7;0;2;2;1;0;0;0;2;7;0;6;8;0;2;1;0;0;0;0;1;1;1
2002;CREMONA;19048;GERRE DE' CAPRIOLI;2;;2;0;5;;5;0;0;0;0;0;2;3;0;0;0;0;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;;;;;;;;;;2;2;0;2;2;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;1;0;2;1;0;0;0;0;;;
2002;CREMONA;19049;GOMBITO;1;;1;0;2;;2;0;0;0;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;;;;;;;1;1;0;;;;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;;;;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;;;;0;0;0;1;;
2002;CREMONA;19050;GRONTARDO;2;1;4;1;4;;4;1;1;1;0;0;3;0;0;1;0;0;3;1;0;0;2;1;0;0;1;0;1;0;0;0;0;0;;;;2;4;1;1;1;1;1;3;0;;;;2;4;1;0;0;0;0;0;0;2;4;1;0;0;0;;;;2;4;1;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;2;4;1;;;;0;0;0;1;;
2002;CREMONA;19051;GRUMELLO CREMONESE ED UNITI;14;2;15;3;24;;24;5;3;0;0;0;14;9;0;1;0;0;24;0;0;0;14;0;0;0;1;0;1;2;0;0;0;0;7;7;3;7;8;0;2;1;3;12;14;0;;;;9;10;1;0;0;0;5;5;2;7;6;3;7;9;0;1;2;0;13;13;3;1;1;0;3;4;0;8;7;3;1;1;0;4;6;0;18;13;2;5;2;1;0;0;0;1;;
2002;CREMONA;19052;GUSSOLA;8;2;8;2;16;;16;1;1;1;0;0;7;7;0;2;0;2;12;2;0;2;3;2;0;0;2;0;1;0;0;0;0;0;7;7;2;1;1;0;6;7;1;2;1;1;;;;6;7;1;0;0;0;2;1;1;4;3;1;4;5;1;1;1;0;7;7;2;1;1;0;2;2;1;6;7;1;0;0;0;1;0;1;10;6;1;;;;3;1;1;2;;
2002;CREMONA;19055;MADIGNANO;7;;12;0;13;;13;1;3;2;0;0;9;4;0;0;0;1;12;0;0;0;9;0;0;0;0;0;3;0;0;0;0;0;5;8;0;2;4;0;5;8;0;2;4;0;;;;4;8;0;0;0;0;3;4;0;1;3;0;6;9;0;3;5;0;4;7;0;0;0;0;0;0;0;3;5;0;0;0;0;2;3;0;10;11;0;2;;;1;1;0;;;
2002;CREMONA;19056;MALAGNINO;8;;11;0;12;1;11;1;2;0;0;0;9;2;0;0;0;0;10;1;0;0;8;1;0;0;0;0;2;0;0;0;0;0;7;9;0;1;2;0;;;;8;11;0;;;;2;5;0;0;0;0;6;6;0;3;3;0;5;8;0;1;1;0;7;10;0;1;2;0;2;2;0;1;1;0;2;5;0;0;0;0;9;9;0;1;1;0;1;1;0;;;
2002;CREMONA;19057;MARTIGNANA DI PO;7;;10;0;11;;11;3;3;1;0;0;7;4;0;0;0;0;9;2;0;0;6;1;0;0;0;0;3;0;0;0;0;0;4;5;0;3;5;0;2;3;0;5;7;0;;;;4;7;0;0;0;0;3;3;0;3;4;0;4;6;0;2;2;0;5;8;0;1;1;0;0;0;0;5;8;0;0;0;0;1;1;0;10;8;0;1;2;0;0;0;0;;;
2002;CREMONA;19058;MONTE CREMASCO;6;1;10;1;10;;10;3;4;1;0;0;7;3;0;0;0;0;9;1;0;0;7;0;0;0;0;0;3;1;0;0;0;0;2;3;1;4;7;0;;;;6;10;1;;;;4;7;0;0;0;0;2;3;1;3;5;1;3;5;0;2;3;1;4;7;0;2;3;0;0;0;0;4;6;1;0;0;0;2;4;0;8;10;1;2;;;0;0;0;;;
2002;CREMONA;19059;MONTODINE;4;1;4;1;6;;6;0;1;1;0;0;3;2;0;1;0;1;5;0;0;1;2;0;0;0;1;0;1;0;0;0;0;0;3;3;1;1;1;0;1;1;0;3;3;1;;;;2;1;1;0;0;0;2;3;0;2;2;1;2;2;0;1;2;0;3;2;1;0;0;0;2;2;0;2;3;0;0;0;0;2;1;1;4;4;1;1;;;1;0;0;;;
2002;CREMONA;19061;MOTTA BALUFFI;3;;4;0;3;;3;0;1;0;0;0;3;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;3;4;0;;;;;;;3;4;0;;;;0;0;0;0;0;0;3;4;0;0;0;0;3;4;0;;;;3;4;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;2;3;0;;;;1;1;0;;;
2002;CREMONA;19062;OFFANENGO;9;;16;0;15;;15;3;3;2;2;2;11;4;0;0;0;0;14;1;0;0;11;0;0;0;0;0;3;0;2;0;0;0;5;10;0;4;6;0;4;7;0;5;9;0;;;;5;10;0;1;2;0;3;4;0;2;5;0;7;11;0;1;3;0;8;13;0;2;3;0;1;3;0;7;13;0;0;0;0;1;1;0;11;13;0;1;1;0;3;2;0;;;
2002;CREMONA;19063;OLMENETA;1;;1;0;1;;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;;;;;;;1;1;0;;;;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;;;;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;;;;0;0;0;;;
2002;CREMONA;19064;OSTIANO;4;1;4;1;6;;6;1;1;1;0;0;3;2;0;1;0;1;5;0;0;0;3;0;0;1;0;0;1;0;0;0;0;0;3;3;0;1;1;1;3;3;1;1;1;0;;;;1;1;1;0;0;0;3;3;0;2;2;0;2;2;1;;;;4;4;1;0;0;0;2;2;0;3;3;1;0;0;0;0;0;0;4;3;1;;;;2;1;0;;;
2002;CREMONA;19065;PADERNO PONCHIELLI;1;;2;0;1;;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;2;0;;;;;;;1;2;0;;;;0;0;0;0;0;0;1;2;0;1;2;0;0;0;0;;;;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;;;;0;0;0;;;
2002;CREMONA;19066;PALAZZO PIGNANO;12;;25;0;25;;25;5;7;2;2;0;16;9;0;0;0;4;18;2;0;4;11;0;0;0;0;0;7;0;2;0;0;0;3;8;0;9;17;0;6;13;0;6;12;0;;;;10;20;0;1;2;0;1;3;0;4;9;0;8;16;0;1;3;0;11;22;0;1;3;0;4;8;0;7;15;0;1;3;0;2;3;0;23;25;0;1;;;1;0;0;;;
2002;CREMONA;19067;PANDINO;15;2;20;3;26;;26;2;6;4;0;0;17;9;0;0;0;1;23;2;0;1;15;1;0;0;0;0;3;3;0;0;0;0;4;5;2;11;15;1;9;13;3;6;7;0;;;;11;15;1;0;0;0;4;5;2;7;10;2;8;10;1;3;5;2;12;15;1;2;2;1;3;4;0;10;12;1;0;0;0;4;6;2;19;17;2;1;1;1;5;2;0;;;
2002;CREMONA;19068;PERSICO DOSIMO;14;1;22;1;21;;21;2;7;3;0;0;15;5;0;1;0;0;19;2;0;0;14;1;0;0;0;1;7;0;0;0;0;0;10;17;1;4;5;0;1;2;0;5;6;0;8;14;1;7;10;1;0;0;0;7;12;0;8;15;0;6;7;1;1;1;0;13;21;1;1;1;0;3;4;0;13;21;1;0;0;0;0;0;0;18;19;1;3;3;0;0;0;0;;;
2002;CREMONA;19069;PESCAROLO ED UNITI;2;;3;0;2;;2;0;1;0;0;0;2;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;2;3;0;;;;;;;2;3;0;;;;0;0;0;0;0;0;2;3;0;1;2;0;1;1;0;1;1;0;1;2;0;0;0;0;1;2;0;1;1;0;0;0;0;1;2;0;2;3;0;;;;0;0;0;;;
2002;CREMONA;19070;PESSINA CREMONESE;7;;12;0;10;;10;1;5;5;0;0;7;3;0;0;0;0;8;2;0;0;6;1;0;0;0;0;5;0;0;0;0;0;6;11;0;1;1;0;;;;7;12;0;;;;3;8;0;0;0;0;4;4;0;1;1;0;6;11;0;3;3;0;4;9;0;0;0;0;1;1;0;6;10;0;0;0;0;1;2;0;7;10;0;2;1;0;1;1;0;;;
2002;CREMONA;19071;PIADENA;16;;19;0;30;1;29;6;3;2;0;0;16;13;0;0;0;1;24;4;0;1;13;2;0;0;0;0;3;0;0;0;0;0;4;4;0;12;15;0;12;14;0;4;5;0;;;;12;15;0;0;0;0;4;4;0;2;2;0;14;17;0;2;2;0;14;17;0;1;1;0;5;6;0;14;17;0;1;1;0;1;1;0;17;7;0;5;6;0;4;3;0;3;3;0
2002;CREMONA;19072;PIANENGO;13;;16;0;24;;24;4;0;0;1;0;15;9;0;0;0;2;21;1;0;2;12;1;0;0;0;0;0;0;1;0;0;0;4;4;0;9;12;0;3;3;0;10;13;0;;;;10;13;0;1;1;0;2;2;0;2;2;0;11;14;0;2;3;0;11;13;0;1;1;0;4;5;0;10;12;0;0;0;0;3;4;0;14;11;0;4;2;0;5;3;0;1;;
2002;CREMONA;19073;PIERANICA;1;1;0;1;2;;2;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;;;;;;;1;0;1;;;;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;;;;1;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;1;;;;0;0;0;1;;
2002;CREMONA;19074;PIEVE D'OLMI;3;;3;0;4;;4;2;0;0;0;0;3;1;0;0;0;1;3;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;;;;3;3;0;;;;1;1;0;0;0;0;2;2;0;1;1;0;2;2;0;;;;3;3;0;1;1;0;1;1;0;3;3;0;0;0;0;0;0;0;4;3;0;;;;0;0;0;;;
2002;CREMONA;19075;PIEVE SAN GIACOMO;6;;15;0;12;;12;6;5;3;0;0;10;2;0;0;0;0;12;0;0;0;10;0;0;0;0;0;5;0;0;0;0;0;4;11;0;2;4;0;1;2;0;5;13;0;;;;4;10;0;0;0;0;2;5;0;3;8;0;3;7;0;1;3;0;5;12;0;1;2;0;1;2;0;6;15;0;0;0;0;0;0;0;8;13;0;4;2;0;0;0;0;;;
2002;CREMONA;19076;PIZZIGHETTONE;24;2;35;2;45;;45;7;9;2;1;0;25;18;0;2;0;1;40;4;0;0;22;3;0;0;2;0;9;0;1;0;0;0;11;18;1;13;17;1;10;10;0;14;25;2;;;;18;28;1;1;1;0;5;6;1;9;19;1;15;16;1;8;15;1;16;20;1;1;3;0;7;9;1;18;25;2;1;3;0;2;4;0;33;27;1;3;;;6;5;1;3;3;0
2002;CREMONA;19077;POZZAGLIO ED UNITI;5;;7;0;9;;9;1;2;1;0;0;5;4;0;0;0;0;7;2;0;0;4;1;0;0;0;0;2;0;0;0;0;0;2;3;0;3;4;0;2;3;0;3;4;0;;;;3;4;0;0;0;0;2;3;0;1;2;0;4;5;0;1;1;0;4;6;0;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;8;7;0;1;;;0;0;0;;;
2002;CREMONA;19079;RICENGO;8;;8;0;10;;10;4;0;0;1;1;7;3;0;0;1;0;9;0;1;0;6;0;0;0;0;0;0;0;1;0;0;0;7;7;0;1;1;0;2;2;0;6;6;0;;;;2;2;0;1;1;0;5;5;0;1;1;0;7;7;0;;;;7;7;0;2;2;0;3;3;0;3;3;0;2;2;0;1;1;0;8;7;0;;;;0;0;0;2;1;0
2002;CREMONA;19081;RIPALTA CREMASCA;3;;5;0;6;;6;2;0;0;0;0;5;1;0;0;0;0;6;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1;2;0;2;3;0;1;2;0;2;3;0;;;;3;5;0;0;0;0;0;0;0;1;2;0;2;3;0;1;2;0;2;3;0;0;0;0;1;2;0;3;5;0;0;0;0;0;0;0;4;4;0;2;1;0;0;0;0;;;
2002;CREMONA;19082;RIPALTA GUERINA;3;;5;0;6;;6;1;2;2;0;0;3;3;0;0;0;0;5;1;0;0;3;0;0;0;0;0;2;0;0;0;0;0;3;5;0;;;;;;;3;5;0;;;;3;5;0;0;0;0;0;0;0;2;3;0;1;2;0;2;3;0;1;2;0;0;0;0;1;2;0;2;3;0;1;2;0;0;0;0;5;4;0;;;;1;1;0;;;
2002;CREMONA;19083;RIVAROLO DEL RE ED UNITI;5;;10;0;11;;11;2;1;0;0;0;9;2;0;0;0;1;10;0;0;1;8;0;0;0;0;0;1;0;0;0;0;0;1;1;0;4;9;0;2;2;0;3;8;0;;;;5;10;0;0;0;0;0;0;0;0;0;0;5;10;0;1;1;0;4;9;0;0;0;0;0;0;0;4;8;0;0;0;0;1;2;0;8;8;0;1;2;0;2;0;0;;;
2002;CREMONA;19084;RIVOLTA D'ADDA;29;;42;0;51;;51;12;11;5;0;0;31;20;0;0;0;1;46;4;0;0;30;1;0;0;0;0;11;0;0;0;0;0;16;26;0;13;16;0;11;12;0;17;28;0;;;;20;28;0;0;0;0;9;14;0;8;14;0;21;28;0;5;9;0;24;33;0;3;3;0;5;8;0;24;36;0;0;0;0;2;2;0;27;27;0;13;9;0;5;5;0;5;1;0
